WarehouseID,WarehouseCity,ProductID,StockQuantity,ReservedQuantity,AvailableQuantity,ReorderLevel,RestockQuantity,LastRestockDate,InventoryStatus
W003,Dallas,P02333,296,27,279,75,375,2026-05-15,In Stock
W008,Sydney,P02334,499,36,470,100,500,2026-06-23,In Stock
W002,Chicago,P02335,668,2,659,50,250,2026-04-12,In Stock
W002,Chicago,P02336,782,5,761,100,500,2026-03-02,In Stock
W005,London,P02337,865,1,854,75,375,2026-03-25,In Stock
W005,London,P02338,162,7,150,75,375,2026-04-16,In Stock
W005,London,P02339,620,32,586,100,500,2026-03-11,In Stock
W004,Los Angeles,P02340,100,36,70,50,250,2026-06-01,In Stock
W007,Milan,P02341,562,17,530,30,150,2026-04-04,In Stock
W001,New York,P02342,816,18,799,30,150,2026-06-28,In Stock
W007,Milan,P02343,424,26,416,20,100,2026-05-24,In Stock
W005,London,P02344,947,40,927,100,500,2026-06-16,In Stock
W004,Los Angeles,P02345,460,20,446,20,100,2026-06-20,In Stock
W005,London,P02346,943,26,903,100,500,2026-04-13,In Stock
W006,Berlin,P02347,1108,30,1073,75,375,2026-06-27,In Stock
W006,Berlin,P02348,697,22,669,50,250,2026-06-09,In Stock
W008,Sydney,P02349,1021,34,1011,30,150,2026-04-03,In Stock
W007,Milan,P02350,523,2,487,75,375,2026-06-18,In Stock
W008,Sydney,P02351,1149,5,1136,50,250,2026-03-25,In Stock
W006,Berlin,P02352,622,20,594,50,250,2026-04-03,In Stock
W008,Sydney,P02353,60,39,23,30,150,2026-06-07,In Stock
W006,Berlin,P02354,1156,26,1155,75,375,2026-03-24,In Stock
W005,London,P02355,1139,15,1115,75,375,2026-03-03,In Stock
W003,Dallas,P02356,775,7,769,100,500,2026-05-09,In Stock
W004,Los Angeles,P02357,432,36,414,20,100,2026-06-06,In Stock
W003,Dallas,P02358,821,26,799,100,500,2026-03-24,In Stock
W004,Los Angeles,P02359,856,17,836,100,500,2026-03-22,In Stock
W006,Berlin,P02360,216,32,182,50,250,2026-04-21,In Stock
W007,Milan,P02361,461,31,432,75,375,2026-05-23,In Stock
W008,Sydney,P02362,321,25,303,30,150,2026-06-28,In Stock
W006,Berlin,P02363,950,6,926,30,150,2026-04-15,In Stock
W007,Milan,P02364,856,12,816,75,375,2026-06-25,In Stock
W004,Los Angeles,P02365,283,39,251,100,500,2026-06-18,In Stock
W007,Milan,P02366,46,39,31,50,250,2026-06-07,Low Stock
W008,Sydney,P02367,186,1,148,50,250,2026-03-07,In Stock
W007,Milan,P02368,1130,12,1120,100,500,2026-05-01,In Stock
W006,Berlin,P02369,490,30,478,30,150,2026-05-18,In Stock
W003,Dallas,P02370,600,1,587,20,100,2026-04-16,In Stock
W008,Sydney,P02371,940,38,912,30,150,2026-05-29,In Stock
W003,Dallas,P02372,944,7,906,100,500,2026-03-13,In Stock
W006,Berlin,P02373,326,29,322,30,150,2026-06-28,In Stock
W001,New York,P02374,832,30,808,100,500,2026-06-19,In Stock
W007,Milan,P02375,532,7,494,100,500,2026-04-07,In Stock
W001,New York,P02376,898,3,880,75,375,2026-03-17,In Stock
W007,Milan,P02377,81,25,49,50,250,2026-04-09,In Stock
W008,Sydney,P02378,877,6,868,20,100,2026-03-12,In Stock
W005,London,P02379,1187,10,1164,20,100,2026-05-07,In Stock
W006,Berlin,P02380,290,30,277,30,150,2026-05-26,In Stock
W002,Chicago,P02381,675,29,644,20,100,2026-03-24,In Stock
W004,Los Angeles,P02382,532,18,504,50,250,2026-05-17,In Stock
W008,Sydney,P02383,528,17,490,100,500,2026-06-24,In Stock
W003,Dallas,P02384,303,18,302,100,500,2026-05-31,In Stock
W006,Berlin,P02385,1154,18,1135,50,250,2026-02-28,In Stock
W003,Dallas,P02386,1162,30,1134,50,250,2026-04-03,In Stock
W005,London,P02387,316,9,278,30,150,2026-05-22,In Stock
W007,Milan,P02388,526,1,513,30,150,2026-04-15,In Stock
W005,London,P02389,303,0,287,100,500,2026-05-13,In Stock
W007,Milan,P02390,976,10,954,100,500,2026-04-07,In Stock
W003,Dallas,P02391,1026,33,1003,50,250,2026-05-11,In Stock
W008,Sydney,P02392,346,30,335,100,500,2026-04-28,In Stock
W007,Milan,P02393,29,10,15,20,100,2026-05-20,In Stock
W004,Los Angeles,P02394,459,17,421,30,150,2026-03-21,In Stock
W002,Chicago,P02395,403,31,374,50,250,2026-04-17,In Stock
W001,New York,P02396,1073,12,1050,30,150,2026-04-04,In Stock
W001,New York,P02397,816,21,784,20,100,2026-06-20,In Stock
W005,London,P02398,1133,34,1128,100,500,2026-03-18,In Stock
W001,New York,P02399,914,33,899,100,500,2026-05-28,In Stock
W005,London,P02400,374,14,345,30,150,2026-06-06,In Stock
W001,New York,P02401,544,17,539,100,500,2026-03-25,In Stock
W004,Los Angeles,P02402,130,33,111,30,150,2026-06-21,In Stock
W004,Los Angeles,P02403,466,37,429,30,150,2026-04-28,In Stock
W008,Sydney,P02404,201,3,181,100,500,2026-03-19,In Stock
W002,Chicago,P02405,402,7,374,75,375,2026-06-18,In Stock
W008,Sydney,P02406,404,34,367,20,100,2026-06-01,In Stock
W008,Sydney,P02407,614,0,577,100,500,2026-05-04,In Stock
W002,Chicago,P02408,906,37,866,30,150,2026-04-11,In Stock
W008,Sydney,P02409,1,1,0,50,250,2026-05-25,Low Stock
W008,Sydney,P02410,361,32,331,50,250,2026-04-24,In Stock
W005,London,P02411,613,34,598,50,250,2026-05-16,In Stock
W005,London,P02412,1149,19,1109,100,500,2026-05-03,In Stock
W002,Chicago,P02413,373,0,353,75,375,2026-03-06,In Stock
W008,Sydney,P02414,1015,11,1011,30,150,2026-03-23,In Stock
W007,Milan,P02415,623,28,602,20,100,2026-04-08,In Stock
W003,Dallas,P02416,396,14,383,20,100,2026-05-20,In Stock
W005,London,P02417,655,30,649,100,500,2026-04-02,In Stock
W005,London,P02418,430,9,410,100,500,2026-06-08,In Stock
W004,Los Angeles,P02419,811,10,772,30,150,2026-04-05,In Stock
W003,Dallas,P02420,666,30,628,100,500,2026-03-20,In Stock
W007,Milan,P02421,551,16,521,30,150,2026-03-01,In Stock
W005,London,P02422,759,19,738,30,150,2026-03-27,In Stock
W006,Berlin,P02423,645,19,618,75,375,2026-04-17,In Stock
W007,Milan,P02424,854,25,851,20,100,2026-05-07,In Stock
W006,Berlin,P02425,286,17,285,75,375,2026-03-16,In Stock
W004,Los Angeles,P02426,427,18,404,50,250,2026-06-25,In Stock
W006,Berlin,P02427,875,20,840,75,375,2026-04-18,In Stock
W004,Los Angeles,P02428,440,32,412,100,500,2026-03-11,In Stock
W005,London,P02429,218,15,208,20,100,2026-05-18,In Stock
W008,Sydney,P02430,962,24,931,20,100,2026-05-28,In Stock
W005,London,P02431,1200,3,1194,75,375,2026-06-21,In Stock
W006,Berlin,P02432,565,23,537,100,500,2026-03-02,In Stock
W005,London,P02433,227,8,223,75,375,2026-05-18,In Stock
W007,Milan,P02434,310,37,291,30,150,2026-04-16,In Stock
W004,Los Angeles,P02435,1150,28,1135,20,100,2026-05-18,In Stock
W005,London,P02436,1140,18,1139,100,500,2026-06-11,In Stock
W002,Chicago,P02437,642,28,629,50,250,2026-06-05,In Stock
W006,Berlin,P02438,959,29,936,30,150,2026-05-17,In Stock
W004,Los Angeles,P02439,530,38,529,50,250,2026-06-11,In Stock
W002,Chicago,P02440,841,25,810,75,375,2026-03-18,In Stock
W001,New York,P02441,1082,32,1059,20,100,2026-06-26,In Stock
W007,Milan,P02442,65,20,31,100,500,2026-04-27,Low Stock
W005,London,P02443,1177,40,1173,50,250,2026-03-26,In Stock
W002,Chicago,P02444,1157,35,1150,20,100,2026-04-21,In Stock
W003,Dallas,P02445,1051,36,1022,20,100,2026-04-11,In Stock
W004,Los Angeles,P02446,149,17,120,75,375,2026-05-02,In Stock
W003,Dallas,P02447,676,11,640,20,100,2026-05-16,In Stock
W008,Sydney,P02448,1080,1,1055,75,375,2026-04-16,In Stock
W005,London,P02449,13,13,0,100,500,2026-06-26,Low Stock
W001,New York,P02450,461,27,452,50,250,2026-05-26,In Stock
W004,Los Angeles,P02451,1196,34,1167,50,250,2026-04-06,In Stock
W004,Los Angeles,P02452,1176,36,1167,50,250,2026-06-04,In Stock
W003,Dallas,P02453,422,11,416,50,250,2026-06-25,In Stock
W001,New York,P02454,260,22,256,100,500,2026-05-18,In Stock
W006,Berlin,P02455,471,12,452,30,150,2026-06-08,In Stock
W007,Milan,P02456,555,13,533,30,150,2026-06-25,In Stock
W003,Dallas,P02457,900,24,899,20,100,2026-05-03,In Stock
W004,Los Angeles,P02458,779,28,751,20,100,2026-05-08,In Stock
W004,Los Angeles,P02459,421,37,414,75,375,2026-06-17,In Stock
W003,Dallas,P02460,1037,33,1030,100,500,2026-06-08,In Stock
W004,Los Angeles,P02461,246,38,224,75,375,2026-03-25,In Stock
W006,Berlin,P02462,850,13,845,30,150,2026-03-18,In Stock
W006,Berlin,P02463,978,32,971,50,250,2026-02-28,In Stock
W008,Sydney,P02464,33,24,7,20,100,2026-05-08,In Stock
W002,Chicago,P02465,726,19,722,50,250,2026-05-04,In Stock
W005,London,P02466,469,24,439,20,100,2026-06-26,In Stock
W005,London,P02467,662,9,647,20,100,2026-06-06,In Stock
W001,New York,P02468,262,9,254,100,500,2026-04-01,In Stock
W008,Sydney,P02469,79,38,66,20,100,2026-03-10,In Stock
W005,London,P02470,761,26,751,100,500,2026-05-06,In Stock
W003,Dallas,P02471,357,9,346,100,500,2026-05-13,In Stock
W002,Chicago,P02472,332,31,319,20,100,2026-05-20,In Stock
W007,Milan,P02473,764,39,744,50,250,2026-06-25,In Stock
W001,New York,P02474,679,30,677,20,100,2026-03-26,In Stock
W003,Dallas,P02475,834,34,810,20,100,2026-03-23,In Stock
W003,Dallas,P02476,323,0,301,20,100,2026-03-06,In Stock
W004,Los Angeles,P02477,188,4,181,75,375,2026-04-29,In Stock
W008,Sydney,P02478,850,28,842,100,500,2026-03-11,In Stock
W001,New York,P02479,637,30,621,75,375,2026-06-12,In Stock
W006,Berlin,P02480,1105,39,1099,50,250,2026-04-28,In Stock
W008,Sydney,P02481,1169,8,1155,30,150,2026-04-24,In Stock
W003,Dallas,P02482,292,5,286,30,150,2026-03-29,In Stock
W007,Milan,P02483,578,6,563,100,500,2026-05-31,In Stock
W005,London,P02484,378,21,349,50,250,2026-04-04,In Stock
W005,London,P02485,269,27,246,50,250,2026-04-05,In Stock
W003,Dallas,P02486,1186,24,1146,20,100,2026-06-22,In Stock
W004,Los Angeles,P02487,373,9,333,20,100,2026-06-24,In Stock
W004,Los Angeles,P02488,331,20,331,75,375,2026-04-16,In Stock
W008,Sydney,P02489,990,12,950,50,250,2026-03-09,In Stock
W007,Milan,P02490,925,29,886,30,150,2026-05-26,In Stock
W008,Sydney,P02491,241,32,220,50,250,2026-05-16,In Stock
W003,Dallas,P02492,522,31,487,50,250,2026-05-01,In Stock
W002,Chicago,P02493,701,16,697,100,500,2026-03-20,In Stock
W006,Berlin,P02494,873,34,865,20,100,2026-06-16,In Stock
W004,Los Angeles,P02495,936,7,901,20,100,2026-03-29,In Stock
W005,London,P02496,258,19,230,50,250,2026-05-04,In Stock
W002,Chicago,P02497,1033,25,1001,30,150,2026-06-04,In Stock
W003,Dallas,P02498,454,12,432,20,100,2026-04-22,In Stock
W003,Dallas,P02499,1152,33,1149,100,500,2026-03-18,In Stock
W006,Berlin,P02500,1104,33,1094,30,150,2026-05-12,In Stock
W003,Dallas,P02501,205,40,165,30,150,2026-03-11,In Stock
W004,Los Angeles,P02502,311,39,284,100,500,2026-03-11,In Stock
W004,Los Angeles,P02503,570,25,552,20,100,2026-05-10,In Stock
W007,Milan,P02504,975,20,967,75,375,2026-03-28,In Stock
W005,London,P02505,0,0,0,20,100,2026-04-04,Low Stock
W005,London,P02506,427,38,423,100,500,2026-06-21,In Stock
W007,Milan,P02507,287,30,277,30,150,2026-03-23,In Stock
W004,Los Angeles,P02508,801,26,776,30,150,2026-04-14,In Stock
W004,Los Angeles,P02509,509,4,495,50,250,2026-05-24,In Stock
W003,Dallas,P02510,822,37,813,20,100,2026-06-02,In Stock
W008,Sydney,P02511,291,20,291,50,250,2026-04-08,In Stock
W002,Chicago,P02512,1066,33,1060,50,250,2026-03-22,In Stock
W008,Sydney,P02513,475,19,468,75,375,2026-04-20,In Stock
W008,Sydney,P02514,314,21,297,20,100,2026-06-23,In Stock
W007,Milan,P02515,523,40,494,20,100,2026-05-05,In Stock
W003,Dallas,P02516,997,14,964,50,250,2026-06-15,In Stock
W002,Chicago,P02517,742,31,715,30,150,2026-05-06,In Stock
W001,New York,P02518,215,17,199,50,250,2026-04-08,In Stock
W006,Berlin,P02519,859,22,854,50,250,2026-06-27,In Stock
W002,Chicago,P02520,994,37,963,30,150,2026-05-31,In Stock
W007,Milan,P02521,544,31,509,20,100,2026-04-12,In Stock
W007,Milan,P02522,1062,2,1024,75,375,2026-06-15,In Stock
W002,Chicago,P02523,1178,7,1163,20,100,2026-05-13,In Stock
W007,Milan,P02524,806,22,778,20,100,2026-03-11,In Stock
W008,Sydney,P02525,1174,2,1149,100,500,2026-03-16,In Stock
W007,Milan,P02526,52,36,41,30,150,2026-06-25,In Stock
W006,Berlin,P02527,202,26,201,50,250,2026-03-27,In Stock
W008,Sydney,P02528,519,22,497,50,250,2026-05-28,In Stock
W005,London,P02529,913,20,884,20,100,2026-03-31,In Stock
W005,London,P02530,328,35,293,30,150,2026-04-07,In Stock
W006,Berlin,P02531,821,11,790,50,250,2026-03-11,In Stock
W002,Chicago,P02532,683,39,649,50,250,2026-03-26,In Stock
W004,Los Angeles,P02533,648,6,643,50,250,2026-04-08,In Stock
W007,Milan,P02534,640,31,600,100,500,2026-06-05,In Stock
W007,Milan,P02535,414,31,392,50,250,2026-05-16,In Stock
W008,Sydney,P02536,740,10,720,30,150,2026-06-26,In Stock
W002,Chicago,P02537,388,19,356,100,500,2026-03-31,In Stock
W005,London,P02538,1146,11,1121,100,500,2026-04-10,In Stock
W002,Chicago,P02539,406,5,368,20,100,2026-03-03,In Stock
W007,Milan,P02540,539,21,505,30,150,2026-05-14,In Stock
W007,Milan,P02541,272,6,254,75,375,2026-04-11,In Stock
W002,Chicago,P02542,663,28,661,30,150,2026-05-28,In Stock
W003,Dallas,P02543,560,31,546,20,100,2026-03-14,In Stock
W004,Los Angeles,P02544,502,28,489,30,150,2026-06-10,In Stock
W001,New York,P02545,607,1,568,30,150,2026-04-28,In Stock
W008,Sydney,P02546,848,35,812,100,500,2026-06-04,In Stock
W007,Milan,P02547,381,37,356,100,500,2026-04-09,In Stock
W007,Milan,P02548,535,16,508,50,250,2026-05-12,In Stock
W006,Berlin,P02549,480,34,458,50,250,2026-06-19,In Stock
W003,Dallas,P02550,658,34,621,30,150,2026-06-12,In Stock
W002,Chicago,P02551,1039,34,1019,75,375,2026-06-15,In Stock
W004,Los Angeles,P02552,713,14,684,100,500,2026-05-25,In Stock
W001,New York,P02553,942,28,911,100,500,2026-04-14,In Stock
W007,Milan,P02554,132,1,97,30,150,2026-05-02,In Stock
W001,New York,P02555,711,9,707,75,375,2026-04-02,In Stock
W006,Berlin,P02556,133,36,117,50,250,2026-03-06,In Stock
W001,New York,P02557,1005,8,980,75,375,2026-06-01,In Stock
W008,Sydney,P02558,634,19,613,100,500,2026-05-30,In Stock
W007,Milan,P02559,295,37,275,100,500,2026-03-10,In Stock
W001,New York,P02560,108,37,101,50,250,2026-03-21,In Stock
W002,Chicago,P02561,130,26,120,100,500,2026-03-27,In Stock
W004,Los Angeles,P02562,509,11,498,100,500,2026-06-25,In Stock
W008,Sydney,P02563,244,5,238,50,250,2026-05-08,In Stock
W007,Milan,P02564,834,30,826,75,375,2026-03-12,In Stock
W006,Berlin,P02565,374,19,352,20,100,2026-06-06,In Stock
W007,Milan,P02566,516,5,505,75,375,2026-05-26,In Stock
W007,Milan,P02567,410,22,370,30,150,2026-06-18,In Stock
W006,Berlin,P02568,925,33,909,20,100,2026-06-26,In Stock
W001,New York,P02569,1140,23,1134,20,100,2026-06-07,In Stock
W001,New York,P02570,1083,0,1063,20,100,2026-05-10,In Stock
W005,London,P02571,56,36,33,100,500,2026-03-11,Low Stock
W002,Chicago,P02572,353,40,314,30,150,2026-04-26,In Stock
W003,Dallas,P02573,1096,22,1090,30,150,2026-03-09,In Stock
W003,Dallas,P02574,766,11,738,100,500,2026-03-30,In Stock
W003,Dallas,P02575,1039,28,1038,30,150,2026-04-10,In Stock
W001,New York,P02576,1100,19,1082,20,100,2026-06-15,In Stock
W006,Berlin,P02577,369,33,359,100,500,2026-03-05,In Stock
W002,Chicago,P02578,1019,38,1010,30,150,2026-04-11,In Stock
W006,Berlin,P02579,931,24,903,100,500,2026-02-28,In Stock
W002,Chicago,P02580,1135,21,1120,20,100,2026-05-13,In Stock
W003,Dallas,P02581,490,12,465,75,375,2026-06-23,In Stock
W006,Berlin,P02582,120,37,114,75,375,2026-03-12,In Stock
W002,Chicago,P02583,656,36,620,100,500,2026-03-31,In Stock
W007,Milan,P02584,1118,18,1098,30,150,2026-06-11,In Stock
W008,Sydney,P02585,405,40,378,50,250,2026-05-08,In Stock
W007,Milan,P02586,772,31,771,20,100,2026-04-27,In Stock
W002,Chicago,P02587,658,30,619,100,500,2026-05-10,In Stock
W005,London,P02588,1019,3,986,50,250,2026-03-14,In Stock
W001,New York,P02589,385,19,348,20,100,2026-03-25,In Stock
W003,Dallas,P02590,642,34,641,20,100,2026-06-22,In Stock
W005,London,P02591,788,22,754,30,150,2026-06-22,In Stock
W007,Milan,P02592,1041,11,1009,100,500,2026-05-12,In Stock
W001,New York,P02593,439,29,428,20,100,2026-03-06,In Stock
W004,Los Angeles,P02594,655,13,624,20,100,2026-06-02,In Stock
W001,New York,P02595,92,13,85,75,375,2026-03-02,In Stock
W005,London,P02596,9,5,0,30,150,2026-05-10,Low Stock
W004,Los Angeles,P02597,761,2,752,75,375,2026-06-10,In Stock
W004,Los Angeles,P02598,528,36,488,75,375,2026-05-20,In Stock
W004,Los Angeles,P02599,558,0,532,75,375,2026-03-15,In Stock
W007,Milan,P02600,772,12,741,50,250,2026-05-27,In Stock
W001,New York,P02601,809,28,801,20,100,2026-04-05,In Stock
W004,Los Angeles,P02602,144,7,134,20,100,2026-03-05,In Stock
W008,Sydney,P02603,136,34,116,30,150,2026-06-07,In Stock
W005,London,P02604,815,34,797,50,250,2026-05-23,In Stock
W005,London,P02605,222,25,210,20,100,2026-06-17,In Stock
W008,Sydney,P02606,411,33,409,30,150,2026-04-29,In Stock
W008,Sydney,P02607,223,14,221,20,100,2026-03-14,In Stock
W007,Milan,P02608,377,4,362,20,100,2026-05-04,In Stock
W006,Berlin,P02609,897,28,859,30,150,2026-03-22,In Stock
W001,New York,P02610,1031,13,1011,30,150,2026-06-23,In Stock
W001,New York,P02611,312,16,301,50,250,2026-05-15,In Stock
W008,Sydney,P02612,410,25,386,20,100,2026-06-09,In Stock
W005,London,P02613,1035,14,1024,20,100,2026-04-09,In Stock
W004,Los Angeles,P02614,687,1,659,75,375,2026-06-20,In Stock
W004,Los Angeles,P02615,1082,35,1072,50,250,2026-06-10,In Stock
W006,Berlin,P02616,116,4,90,20,100,2026-04-23,In Stock
W001,New York,P02617,347,23,345,50,250,2026-06-10,In Stock
W002,Chicago,P02618,478,24,478,20,100,2026-04-17,In Stock
W001,New York,P02619,793,7,779,100,500,2026-03-23,In Stock
W001,New York,P02620,1154,4,1153,100,500,2026-04-06,In Stock
W008,Sydney,P02621,1170,18,1131,75,375,2026-05-10,In Stock
W008,Sydney,P02622,486,39,470,75,375,2026-05-15,In Stock
W008,Sydney,P02623,981,29,947,30,150,2026-03-08,In Stock
W006,Berlin,P02624,458,18,418,30,150,2026-03-27,In Stock
W003,Dallas,P02625,795,10,772,50,250,2026-03-26,In Stock
W001,New York,P02626,884,9,882,50,250,2026-05-01,In Stock
W007,Milan,P02627,1108,25,1100,30,150,2026-03-13,In Stock
W006,Berlin,P02628,426,26,400,75,375,2026-05-01,In Stock
W008,Sydney,P02629,909,29,886,75,375,2026-05-16,In Stock
W006,Berlin,P02630,816,33,803,30,150,2026-05-28,In Stock
W004,Los Angeles,P02631,391,12,352,100,500,2026-05-13,In Stock
W008,Sydney,P02632,1122,23,1103,75,375,2026-06-01,In Stock
W007,Milan,P02633,289,6,255,75,375,2026-04-06,In Stock
W008,Sydney,P02634,615,26,612,100,500,2026-06-03,In Stock
W004,Los Angeles,P02635,691,10,667,100,500,2026-03-01,In Stock
W007,Milan,P02636,369,1,356,75,375,2026-05-10,In Stock
W003,Dallas,P02637,559,9,534,100,500,2026-04-16,In Stock
W004,Los Angeles,P02638,308,20,279,75,375,2026-05-28,In Stock
W003,Dallas,P02639,996,39,957,50,250,2026-04-22,In Stock
W001,New York,P02640,198,5,197,20,100,2026-06-27,In Stock
W001,New York,P02641,678,20,656,20,100,2026-06-03,In Stock
W003,Dallas,P02642,436,4,413,50,250,2026-04-10,In Stock
W006,Berlin,P02643,1194,30,1173,75,375,2026-03-30,In Stock
W003,Dallas,P02644,593,6,558,50,250,2026-06-08,In Stock
W003,Dallas,P02645,334,7,300,75,375,2026-03-04,In Stock
W007,Milan,P02646,324,35,284,100,500,2026-04-29,In Stock
W005,London,P02647,510,9,482,20,100,2026-06-16,In Stock
W001,New York,P02648,277,30,253,75,375,2026-04-28,In Stock
W003,Dallas,P02649,40,23,12,100,500,2026-04-15,Low Stock
W003,Dallas,P02650,916,31,880,20,100,2026-05-15,In Stock
W006,Berlin,P02651,174,4,163,50,250,2026-06-11,In Stock
W005,London,P02652,806,7,794,30,150,2026-04-08,In Stock
W006,Berlin,P02653,598,22,560,20,100,2026-03-18,In Stock
W008,Sydney,P02654,32,26,22,100,500,2026-05-13,Low Stock
W005,London,P02655,393,17,360,100,500,2026-03-05,In Stock
W001,New York,P02656,1002,10,999,50,250,2026-04-06,In Stock
W004,Los Angeles,P02657,627,28,600,50,250,2026-05-16,In Stock
W001,New York,P02658,558,5,537,75,375,2026-04-19,In Stock
W001,New York,P02659,267,0,231,100,500,2026-06-26,In Stock
W005,London,P02660,779,30,755,30,150,2026-05-10,In Stock
W001,New York,P02661,553,21,530,75,375,2026-03-18,In Stock
W007,Milan,P02662,833,8,811,50,250,2026-03-28,In Stock
W005,London,P02663,1131,31,1113,30,150,2026-05-25,In Stock
W002,Chicago,P02664,921,20,889,20,100,2026-03-06,In Stock
W002,Chicago,P02665,47,6,32,30,150,2026-06-19,In Stock
W003,Dallas,P02666,764,9,728,20,100,2026-03-18,In Stock
W004,Los Angeles,P02667,178,0,178,20,100,2026-03-26,In Stock
W006,Berlin,P02668,144,37,104,30,150,2026-03-09,In Stock
W008,Sydney,P02669,677,39,670,20,100,2026-06-21,In Stock
W003,Dallas,P02670,408,11,403,20,100,2026-03-29,In Stock
W002,Chicago,P02671,7,3,0,75,375,2026-06-22,Low Stock
W002,Chicago,P02672,792,40,759,50,250,2026-06-04,In Stock
W008,Sydney,P02673,404,38,393,75,375,2026-04-29,In Stock
W005,London,P02674,125,11,93,75,375,2026-06-28,In Stock
W002,Chicago,P02675,360,16,351,30,150,2026-03-08,In Stock
W004,Los Angeles,P02676,253,12,242,20,100,2026-03-12,In Stock
W006,Berlin,P02677,466,25,426,30,150,2026-03-13,In Stock
W005,London,P02678,844,40,826,100,500,2026-06-01,In Stock
W007,Milan,P02679,513,15,480,50,250,2026-06-28,In Stock
W005,London,P02680,576,4,573,30,150,2026-06-20,In Stock
W008,Sydney,P02681,704,39,677,20,100,2026-06-18,In Stock
W008,Sydney,P02682,24,10,0,20,100,2026-03-22,In Stock
W006,Berlin,P02683,134,16,114,100,500,2026-05-02,In Stock
W006,Berlin,P02684,983,31,964,50,250,2026-03-23,In Stock
W008,Sydney,P02685,641,12,627,100,500,2026-04-14,In Stock
W003,Dallas,P02686,87,26,58,50,250,2026-03-08,In Stock
W008,Sydney,P02687,664,29,635,75,375,2026-05-02,In Stock
W003,Dallas,P02688,290,26,289,75,375,2026-03-09,In Stock
W003,Dallas,P02689,648,40,639,75,375,2026-05-08,In Stock
W006,Berlin,P02690,28,25,17,75,375,2026-06-09,Low Stock
W003,Dallas,P02691,444,1,419,20,100,2026-04-29,In Stock
W003,Dallas,P02692,554,12,553,50,250,2026-04-26,In Stock
W007,Milan,P02693,324,35,307,50,250,2026-05-30,In Stock
W004,Los Angeles,P02694,996,31,969,100,500,2026-05-04,In Stock
W003,Dallas,P02695,998,22,992,20,100,2026-06-20,In Stock
W006,Berlin,P02696,976,18,967,100,500,2026-05-29,In Stock
W008,Sydney,P02697,443,31,443,75,375,2026-05-20,In Stock
W003,Dallas,P02698,693,39,666,50,250,2026-04-11,In Stock
W002,Chicago,P02699,265,18,244,100,500,2026-03-28,In Stock
W006,Berlin,P02700,262,36,232,50,250,2026-06-20,In Stock
W001,New York,P02701,915,26,900,50,250,2026-06-02,In Stock
W006,Berlin,P02702,478,40,448,50,250,2026-03-20,In Stock
W005,London,P02703,1136,36,1115,50,250,2026-03-31,In Stock
W004,Los Angeles,P02704,260,40,224,50,250,2026-03-04,In Stock
W004,Los Angeles,P02705,485,31,449,30,150,2026-04-29,In Stock
W001,New York,P02706,641,6,617,100,500,2026-03-24,In Stock
W003,Dallas,P02707,658,33,627,20,100,2026-04-30,In Stock
W005,London,P02708,137,24,125,75,375,2026-03-19,In Stock
W005,London,P02709,293,3,263,50,250,2026-05-28,In Stock
W004,Los Angeles,P02710,6,2,0,50,250,2026-04-28,Low Stock
W003,Dallas,P02711,558,31,538,50,250,2026-04-12,In Stock
W004,Los Angeles,P02712,385,38,378,100,500,2026-05-22,In Stock
W001,New York,P02713,399,32,381,100,500,2026-05-28,In Stock
W007,Milan,P02714,866,19,850,20,100,2026-06-02,In Stock
W003,Dallas,P02715,606,1,580,20,100,2026-06-18,In Stock
W006,Berlin,P02716,952,28,912,30,150,2026-05-11,In Stock
W003,Dallas,P02717,909,6,892,50,250,2026-05-01,In Stock
W005,London,P02718,405,29,387,100,500,2026-06-08,In Stock
W003,Dallas,P02719,661,7,658,20,100,2026-03-09,In Stock
W006,Berlin,P02720,1131,23,1122,75,375,2026-05-19,In Stock
W007,Milan,P02721,1126,40,1099,20,100,2026-04-07,In Stock
W006,Berlin,P02722,810,20,771,30,150,2026-03-13,In Stock
W001,New York,P02723,579,36,543,50,250,2026-06-23,In Stock
W001,New York,P02724,270,4,266,75,375,2026-06-11,In Stock
W003,Dallas,P02725,209,10,194,100,500,2026-06-17,In Stock
W006,Berlin,P02726,731,5,705,50,250,2026-05-16,In Stock
W002,Chicago,P02727,1008,34,1005,75,375,2026-04-22,In Stock
W007,Milan,P02728,810,35,805,30,150,2026-03-16,In Stock
W004,Los Angeles,P02729,918,7,902,30,150,2026-05-30,In Stock
W004,Los Angeles,P02730,115,1,112,100,500,2026-04-07,In Stock
W004,Los Angeles,P02731,980,2,966,20,100,2026-03-23,In Stock
W004,Los Angeles,P02732,312,32,292,30,150,2026-05-18,In Stock
W007,Milan,P02733,810,32,792,20,100,2026-04-26,In Stock
W001,New York,P02734,849,4,847,100,500,2026-06-03,In Stock
W001,New York,P02735,427,37,396,30,150,2026-06-28,In Stock
W006,Berlin,P02736,165,23,133,100,500,2026-03-05,In Stock
W003,Dallas,P02737,813,9,779,30,150,2026-06-28,In Stock
W005,London,P02738,544,23,512,100,500,2026-05-10,In Stock
W003,Dallas,P02739,412,16,391,100,500,2026-06-03,In Stock
W006,Berlin,P02740,533,7,515,75,375,2026-05-02,In Stock
W001,New York,P02741,912,32,887,100,500,2026-06-02,In Stock
W003,Dallas,P02742,230,24,224,20,100,2026-03-25,In Stock
W004,Los Angeles,P02743,409,19,396,100,500,2026-03-07,In Stock
