ProductID,SKU,ProductName,Category,SubCategory,Brand,SupplierID,UnitPrice,Cost,Status
P01497,SKU-01497,Samsung Smartphone 1497,Electronics,Smartphones,Samsung,S0188,395.14,643.59,Active
P01498,SKU-01498,LG Smartphone 1498,Electronics,Smartphones,LG,S0194,1820.16,576.18,Active
P01499,SKU-01499,Loreal Laptop 1499,Electronics,Laptops,Loreal,S0190,1863.98,340.5,Active
P01500,SKU-01500,Sony Laptop 1500,Electronics,Laptops,Sony,S0198,142.68,591.88,Active
P01501,SKU-01501,LG Accessorie 1501,Electronics,Accessories,LG,S0033,1482.12,293.06,Active
P01502,SKU-01502,Philips Smartphone 1502,Electronics,Smartphones,Philips,S0280,688.58,1140.16,Active
P01503,SKU-01503,HP Smartphone 1503,Electronics,Smartphones,HP,S0364,447.04,97.13,Active
P01504,SKU-01504,Philips Smartphone 1504,Electronics,Smartphones,Philips,S0007,1063.94,1419.69,Active
P01505,SKU-01505,Adidas Laptop 1505,Electronics,Laptops,Adidas,S0375,1768.72,1294.35,Active
P01506,SKU-01506,Adidas Laptop 1506,Electronics,Laptops,Adidas,S0428,1011.9,76.64,Active
P01507,SKU-01507,Dell Accessorie 1507,Electronics,Accessories,Dell,S0011,1941.88,529.65,Active
P01508,SKU-01508,Dell Laptop 1508,Electronics,Laptops,Dell,S0306,1799.04,728.41,Active
P01509,SKU-01509,Sony Accessorie 1509,Electronics,Accessories,Sony,S0279,1058.05,548.39,Active
P01510,SKU-01510,Adidas Laptop 1510,Electronics,Laptops,Adidas,S0004,410.97,1008.34,Active
P01511,SKU-01511,Dell Accessorie 1511,Electronics,Accessories,Dell,S0152,1203.53,1092.49,Active
P01512,SKU-01512,Philips Accessorie 1512,Electronics,Accessories,Philips,S0490,900.45,778.85,Active
P01513,SKU-01513,HP Laptop 1513,Electronics,Laptops,HP,S0066,1633.39,1277.71,Active
P01514,SKU-01514,Nike Accessorie 1514,Electronics,Accessories,Nike,S0445,1719.91,163.75,Active
P01515,SKU-01515,Adidas Smartphone 1515,Electronics,Smartphones,Adidas,S0159,1817.19,960.4,Active
P01516,SKU-01516,HP Smartphone 1516,Electronics,Smartphones,HP,S0138,1313.07,239.24,Active
P01517,SKU-01517,Sony Laptop 1517,Electronics,Laptops,Sony,S0174,1956.62,860.37,Active
P01518,SKU-01518,Loreal Laptop 1518,Electronics,Laptops,Loreal,S0477,1690.43,1217.48,Active
P01519,SKU-01519,Dell Laptop 1519,Electronics,Laptops,Dell,S0337,924.86,962.29,Active
P01520,SKU-01520,HP Laptop 1520,Electronics,Laptops,HP,S0492,1596.57,488.22,Active
P01521,SKU-01521,LG Smartphone 1521,Electronics,Smartphones,LG,S0276,1417.86,245.2,Active
P01522,SKU-01522,Nike Accessorie 1522,Electronics,Accessories,Nike,S0117,1799.67,986.07,Active
P01523,SKU-01523,LG Accessorie 1523,Electronics,Accessories,LG,S0228,1061.6,214.32,Active
P01524,SKU-01524,LG Accessorie 1524,Electronics,Accessories,LG,S0006,1497.34,85.51,Active
P01525,SKU-01525,Nike Laptop 1525,Electronics,Laptops,Nike,S0376,1384.14,1397.71,Active
P01526,SKU-01526,Nike Smartphone 1526,Electronics,Smartphones,Nike,S0010,364.11,498.44,Active
P01527,SKU-01527,Samsung Laptop 1527,Electronics,Laptops,Samsung,S0001,612.79,204.77,Active
P01528,SKU-01528,Adidas Accessorie 1528,Electronics,Accessories,Adidas,S0096,1334.48,1405.82,Active
P01529,SKU-01529,Dell Laptop 1529,Electronics,Laptops,Dell,S0437,100.87,109.07,Active
P01530,SKU-01530,Nike Smartphone 1530,Electronics,Smartphones,Nike,S0351,658.19,968.5,Active
P01531,SKU-01531,Philips Smartphone 1531,Electronics,Smartphones,Philips,S0290,1693.82,511.26,Active
P01532,SKU-01532,Adidas Smartphone 1532,Electronics,Smartphones,Adidas,S0026,909.25,253.59,Active
P01533,SKU-01533,HP Accessorie 1533,Electronics,Accessories,HP,S0032,1355.2,1054.36,Active
P01534,SKU-01534,Nike Accessorie 1534,Electronics,Accessories,Nike,S0116,472.46,1185.14,Active
P01535,SKU-01535,Adidas Smartphone 1535,Electronics,Smartphones,Adidas,S0261,1704.44,860.15,Active
P01536,SKU-01536,Philips Laptop 1536,Electronics,Laptops,Philips,S0463,982.24,1497.24,Active
P01537,SKU-01537,HP Accessorie 1537,Electronics,Accessories,HP,S0476,893.6,1429.64,Active
P01538,SKU-01538,Philips Smartphone 1538,Electronics,Smartphones,Philips,S0190,1692.2,860.26,Active
P01539,SKU-01539,Samsung Laptop 1539,Electronics,Laptops,Samsung,S0226,876.87,932.57,Active
P01540,SKU-01540,Adidas Smartphone 1540,Electronics,Smartphones,Adidas,S0179,378.98,157.62,Active
P01541,SKU-01541,Apple Accessorie 1541,Electronics,Accessories,Apple,S0475,1629.99,816.2,Active
P01542,SKU-01542,Sony Laptop 1542,Electronics,Laptops,Sony,S0050,203.11,78.06,Active
P01543,SKU-01543,Adidas Accessorie 1543,Electronics,Accessories,Adidas,S0477,924.98,705.26,Active
P01544,SKU-01544,Adidas Smartphone 1544,Electronics,Smartphones,Adidas,S0053,1435.15,1485.91,Active
P01545,SKU-01545,LG Accessorie 1545,Electronics,Accessories,LG,S0021,563.79,119.77,Active
P01546,SKU-01546,Apple Smartphone 1546,Electronics,Smartphones,Apple,S0267,118.74,521.61,Active
P01547,SKU-01547,LG Accessorie 1547,Electronics,Accessories,LG,S0118,1971.89,963.95,Active
P01548,SKU-01548,Dell Accessorie 1548,Electronics,Accessories,Dell,S0041,466.82,1103.2,Active
P01549,SKU-01549,Dell Accessorie 1549,Electronics,Accessories,Dell,S0358,542.63,726.77,Active
P01550,SKU-01550,HP Accessorie 1550,Electronics,Accessories,HP,S0164,1888.59,1213.95,Active
P01551,SKU-01551,Apple Smartphone 1551,Electronics,Smartphones,Apple,S0040,275.23,674.65,Active
P01552,SKU-01552,Nike Smartphone 1552,Electronics,Smartphones,Nike,S0296,1282.92,503.6,Active
P01553,SKU-01553,Sony Smartphone 1553,Electronics,Smartphones,Sony,S0165,123.71,1420.77,Active
P01554,SKU-01554,Dell Laptop 1554,Electronics,Laptops,Dell,S0349,846.41,1222.06,Active
P01555,SKU-01555,Philips Smartphone 1555,Electronics,Smartphones,Philips,S0183,732.4,681.69,Active
P01556,SKU-01556,HP Laptop 1556,Electronics,Laptops,HP,S0335,1666.07,318.27,Active
P01557,SKU-01557,Dell Laptop 1557,Electronics,Laptops,Dell,S0486,1222.5,453.33,Active
P01558,SKU-01558,Loreal Accessorie 1558,Electronics,Accessories,Loreal,S0376,1832.14,107.86,Active
P01559,SKU-01559,Adidas Laptop 1559,Electronics,Laptops,Adidas,S0477,1856.2,765.0,Active
P01560,SKU-01560,Samsung Accessorie 1560,Electronics,Accessories,Samsung,S0070,374.22,362.17,Active
P01561,SKU-01561,Nike Accessorie 1561,Electronics,Accessories,Nike,S0464,1712.85,235.83,Active
P01562,SKU-01562,Apple Smartphone 1562,Electronics,Smartphones,Apple,S0411,689.64,485.09,Active
P01563,SKU-01563,Loreal Smartphone 1563,Electronics,Smartphones,Loreal,S0370,1517.2,1300.46,Active
P01564,SKU-01564,Loreal Accessorie 1564,Electronics,Accessories,Loreal,S0466,625.91,896.21,Active
P01565,SKU-01565,Philips Laptop 1565,Electronics,Laptops,Philips,S0331,781.7,619.96,Active
P01566,SKU-01566,Philips Laptop 1566,Electronics,Laptops,Philips,S0420,1354.83,423.42,Active
P01567,SKU-01567,Sony Accessorie 1567,Electronics,Accessories,Sony,S0222,493.37,346.89,Active
P01568,SKU-01568,Loreal Smartphone 1568,Electronics,Smartphones,Loreal,S0081,1915.99,532.6,Active
P01569,SKU-01569,Sony Accessorie 1569,Electronics,Accessories,Sony,S0280,1825.34,91.22,Active
P01570,SKU-01570,Samsung Smartphone 1570,Electronics,Smartphones,Samsung,S0025,1204.46,1022.22,Active
P01571,SKU-01571,LG Smartphone 1571,Electronics,Smartphones,LG,S0382,91.51,515.58,Active
P01572,SKU-01572,Loreal Smartphone 1572,Electronics,Smartphones,Loreal,S0282,467.07,546.33,Active
P01573,SKU-01573,Philips Laptop 1573,Electronics,Laptops,Philips,S0298,652.13,813.15,Active
P01574,SKU-01574,Philips Smartphone 1574,Electronics,Smartphones,Philips,S0448,510.53,997.65,Active
P01575,SKU-01575,Philips Smartphone 1575,Electronics,Smartphones,Philips,S0121,123.65,85.59,Active
P01576,SKU-01576,Dell Smartphone 1576,Electronics,Smartphones,Dell,S0249,858.39,490.03,Active
P01577,SKU-01577,Adidas Laptop 1577,Electronics,Laptops,Adidas,S0322,156.65,777.18,Active
P01578,SKU-01578,Dell Laptop 1578,Electronics,Laptops,Dell,S0035,1276.45,1058.48,Active
P01579,SKU-01579,Loreal Laptop 1579,Electronics,Laptops,Loreal,S0395,409.28,1105.26,Active
P01580,SKU-01580,LG Smartphone 1580,Electronics,Smartphones,LG,S0163,57.14,497.85,Active
P01581,SKU-01581,Samsung Laptop 1581,Electronics,Laptops,Samsung,S0102,1045.65,1110.77,Active
P01582,SKU-01582,Sony Accessorie 1582,Electronics,Accessories,Sony,S0265,1834.11,966.05,Active
P01583,SKU-01583,Loreal Smartphone 1583,Electronics,Smartphones,Loreal,S0334,405.11,326.65,Active
P01584,SKU-01584,Adidas Smartphone 1584,Electronics,Smartphones,Adidas,S0337,603.83,272.34,Active
P01585,SKU-01585,Dell Accessorie 1585,Electronics,Accessories,Dell,S0344,116.48,10.25,Active
P01586,SKU-01586,Adidas Laptop 1586,Electronics,Laptops,Adidas,S0236,279.31,1108.53,Active
P01587,SKU-01587,Apple Smartphone 1587,Electronics,Smartphones,Apple,S0010,1058.05,120.14,Active
P01588,SKU-01588,HP Smartphone 1588,Electronics,Smartphones,HP,S0294,1604.97,726.68,Active
P01589,SKU-01589,Adidas Smartphone 1589,Electronics,Smartphones,Adidas,S0497,976.53,1113.12,Active
P01590,SKU-01590,Philips Smartphone 1590,Electronics,Smartphones,Philips,S0190,509.47,1153.59,Active
P01591,SKU-01591,Nike Accessorie 1591,Electronics,Accessories,Nike,S0317,1078.66,754.85,Active
P01592,SKU-01592,Adidas Laptop 1592,Electronics,Laptops,Adidas,S0268,1555.03,569.93,Active
P01593,SKU-01593,Dell Laptop 1593,Electronics,Laptops,Dell,S0291,303.49,841.09,Active
P01594,SKU-01594,Apple Accessorie 1594,Electronics,Accessories,Apple,S0214,238.44,144.38,Active
P01595,SKU-01595,Sony Smartphone 1595,Electronics,Smartphones,Sony,S0412,1174.53,787.15,Active
P01596,SKU-01596,Philips Laptop 1596,Electronics,Laptops,Philips,S0343,186.77,1425.61,Active
P01597,SKU-01597,Philips Accessorie 1597,Electronics,Accessories,Philips,S0431,701.13,1400.2,Active
P01598,SKU-01598,HP Smartphone 1598,Electronics,Smartphones,HP,S0036,1349.95,790.69,Active
P01599,SKU-01599,Philips Smartphone 1599,Electronics,Smartphones,Philips,S0298,1906.67,1010.29,Active
P01600,SKU-01600,Loreal Smartphone 1600,Electronics,Smartphones,Loreal,S0143,1444.46,647.89,Active
P01601,SKU-01601,Nike Laptop 1601,Electronics,Laptops,Nike,S0167,462.88,1447.8,Active
P01602,SKU-01602,Sony Laptop 1602,Electronics,Laptops,Sony,S0145,822.47,619.5,Active
P01603,SKU-01603,Samsung Accessorie 1603,Electronics,Accessories,Samsung,S0468,133.73,1333.11,Active
P01604,SKU-01604,Adidas Laptop 1604,Electronics,Laptops,Adidas,S0114,357.16,945.56,Active
P01605,SKU-01605,LG Accessorie 1605,Electronics,Accessories,LG,S0316,347.75,1044.6,Active
P01606,SKU-01606,LG Laptop 1606,Electronics,Laptops,LG,S0013,515.58,1093.62,Active
P01607,SKU-01607,Philips Smartphone 1607,Electronics,Smartphones,Philips,S0244,1243.54,97.53,Active
P01608,SKU-01608,HP Laptop 1608,Electronics,Laptops,HP,S0452,1604.24,1189.83,Active
P01609,SKU-01609,Nike Smartphone 1609,Electronics,Smartphones,Nike,S0149,1270.62,247.29,Active
P01610,SKU-01610,Sony Laptop 1610,Electronics,Laptops,Sony,S0171,1345.38,653.4,Active
P01611,SKU-01611,Samsung Smartphone 1611,Electronics,Smartphones,Samsung,S0119,1829.96,951.6,Active
P01612,SKU-01612,Philips Smartphone 1612,Electronics,Smartphones,Philips,S0068,365.57,407.41,Active
P01613,SKU-01613,Nike Smartphone 1613,Electronics,Smartphones,Nike,S0180,300.76,890.31,Active
P01614,SKU-01614,Apple Smartphone 1614,Electronics,Smartphones,Apple,S0139,593.8,1216.39,Active
P01615,SKU-01615,Nike Accessorie 1615,Electronics,Accessories,Nike,S0043,1267.93,1303.92,Active
P01616,SKU-01616,LG Laptop 1616,Electronics,Laptops,LG,S0170,678.05,672.47,Active
P01617,SKU-01617,Sony Smartphone 1617,Electronics,Smartphones,Sony,S0329,857.02,793.52,Active
P01618,SKU-01618,Sony Accessorie 1618,Electronics,Accessories,Sony,S0498,258.52,160.07,Active
P01619,SKU-01619,Adidas Laptop 1619,Electronics,Laptops,Adidas,S0283,1227.51,1233.99,Active
P01620,SKU-01620,LG Laptop 1620,Electronics,Laptops,LG,S0074,1286.27,1036.53,Active
P01621,SKU-01621,Dell Accessorie 1621,Electronics,Accessories,Dell,S0105,1775.75,1026.1,Active
P01622,SKU-01622,Loreal Laptop 1622,Electronics,Laptops,Loreal,S0078,1304.07,1497.26,Active
P01623,SKU-01623,Sony Accessorie 1623,Electronics,Accessories,Sony,S0232,751.82,815.96,Active
P01624,SKU-01624,Philips Accessorie 1624,Electronics,Accessories,Philips,S0487,903.07,646.43,Active
P01625,SKU-01625,Philips Smartphone 1625,Electronics,Smartphones,Philips,S0307,579.53,488.48,Active
P01626,SKU-01626,Dell Smartphone 1626,Electronics,Smartphones,Dell,S0358,1459.47,905.56,Active
P01627,SKU-01627,LG Accessorie 1627,Electronics,Accessories,LG,S0091,246.62,676.51,Active
P01628,SKU-01628,LG Accessorie 1628,Electronics,Accessories,LG,S0061,146.08,909.41,Active
P01629,SKU-01629,Philips Laptop 1629,Electronics,Laptops,Philips,S0232,1690.64,561.3,Active
P01630,SKU-01630,LG Accessorie 1630,Electronics,Accessories,LG,S0446,680.95,1305.53,Active
P01631,SKU-01631,HP Smartphone 1631,Electronics,Smartphones,HP,S0325,751.72,192.07,Active
P01632,SKU-01632,Nike Laptop 1632,Electronics,Laptops,Nike,S0283,1500.75,480.85,Active
P01633,SKU-01633,LG Laptop 1633,Electronics,Laptops,LG,S0371,1329.96,1048.0,Active
P01634,SKU-01634,Dell Smartphone 1634,Electronics,Smartphones,Dell,S0257,1530.8,786.22,Active
P01635,SKU-01635,Nike Accessorie 1635,Electronics,Accessories,Nike,S0402,1617.59,185.64,Active
P01636,SKU-01636,LG Smartphone 1636,Electronics,Smartphones,LG,S0072,439.12,259.67,Active
P01637,SKU-01637,LG Accessorie 1637,Electronics,Accessories,LG,S0238,1183.89,752.32,Active
P01638,SKU-01638,Nike Laptop 1638,Electronics,Laptops,Nike,S0323,964.47,352.27,Active
P01639,SKU-01639,Dell Laptop 1639,Electronics,Laptops,Dell,S0266,791.85,1356.66,Active
P01640,SKU-01640,Dell Smartphone 1640,Electronics,Smartphones,Dell,S0380,706.98,1106.93,Active
P01641,SKU-01641,Nike Accessorie 1641,Electronics,Accessories,Nike,S0250,1775.63,1222.98,Active
P01642,SKU-01642,Loreal Smartphone 1642,Electronics,Smartphones,Loreal,S0185,1039.2,262.95,Active
P01643,SKU-01643,Sony Accessorie 1643,Electronics,Accessories,Sony,S0013,855.96,513.42,Active
P01644,SKU-01644,Dell Laptop 1644,Electronics,Laptops,Dell,S0315,1034.29,1025.8,Active
P01645,SKU-01645,Philips Accessorie 1645,Electronics,Accessories,Philips,S0055,970.43,510.27,Active
P01646,SKU-01646,Loreal Smartphone 1646,Electronics,Smartphones,Loreal,S0232,1534.04,1049.77,Active
P01647,SKU-01647,Apple Accessorie 1647,Electronics,Accessories,Apple,S0069,1791.49,1062.47,Active
P01648,SKU-01648,Apple Accessorie 1648,Electronics,Accessories,Apple,S0281,1093.13,258.25,Active
P01649,SKU-01649,Adidas Accessorie 1649,Electronics,Accessories,Adidas,S0328,541.39,1176.87,Active
P01650,SKU-01650,LG Accessorie 1650,Electronics,Accessories,LG,S0372,1707.1,1301.18,Active
P01651,SKU-01651,Nike Smartphone 1651,Electronics,Smartphones,Nike,S0166,1383.23,849.87,Active
P01652,SKU-01652,HP Laptop 1652,Electronics,Laptops,HP,S0186,1791.24,106.59,Active
P01653,SKU-01653,Apple Laptop 1653,Electronics,Laptops,Apple,S0460,366.49,108.43,Active
P01654,SKU-01654,Nike Smartphone 1654,Electronics,Smartphones,Nike,S0353,1752.17,1074.9,Active
P01655,SKU-01655,Adidas Laptop 1655,Electronics,Laptops,Adidas,S0063,1814.13,206.01,Active
P01656,SKU-01656,Philips Smartphone 1656,Electronics,Smartphones,Philips,S0154,269.58,327.11,Active
P01657,SKU-01657,Apple Laptop 1657,Electronics,Laptops,Apple,S0303,1885.25,1155.37,Active
P01658,SKU-01658,Nike Laptop 1658,Electronics,Laptops,Nike,S0391,1108.88,1314.6,Active
P01659,SKU-01659,HP Smartphone 1659,Electronics,Smartphones,HP,S0372,1495.85,1417.38,Active
P01660,SKU-01660,Philips Smartphone 1660,Electronics,Smartphones,Philips,S0291,992.01,1119.9,Active
P01661,SKU-01661,Apple Smartphone 1661,Electronics,Smartphones,Apple,S0381,374.07,649.38,Active
P01662,SKU-01662,Samsung Accessorie 1662,Electronics,Accessories,Samsung,S0347,115.16,1277.54,Active
P01663,SKU-01663,Apple Accessorie 1663,Electronics,Accessories,Apple,S0209,996.99,441.43,Active
P01664,SKU-01664,LG Accessorie 1664,Electronics,Accessories,LG,S0183,495.53,1202.62,Active
P01665,SKU-01665,Dell Smartphone 1665,Electronics,Smartphones,Dell,S0178,1527.13,1019.13,Active
P01666,SKU-01666,LG Laptop 1666,Electronics,Laptops,LG,S0012,1586.91,1375.19,Active
P01667,SKU-01667,HP Accessorie 1667,Electronics,Accessories,HP,S0091,890.01,466.33,Active
P01668,SKU-01668,Samsung Smartphone 1668,Electronics,Smartphones,Samsung,S0330,402.24,1474.78,Active
P01669,SKU-01669,Adidas Accessorie 1669,Electronics,Accessories,Adidas,S0001,885.83,767.93,Active
P01670,SKU-01670,Nike Accessorie 1670,Electronics,Accessories,Nike,S0425,240.75,1212.48,Active
P01671,SKU-01671,LG Laptop 1671,Electronics,Laptops,LG,S0051,1143.65,1303.69,Active
P01672,SKU-01672,Loreal Accessorie 1672,Electronics,Accessories,Loreal,S0321,509.89,1194.52,Active
P01673,SKU-01673,HP Smartphone 1673,Electronics,Smartphones,HP,S0166,280.9,805.59,Active
P01674,SKU-01674,Loreal Accessorie 1674,Electronics,Accessories,Loreal,S0201,812.9,271.97,Active
P01675,SKU-01675,Loreal Laptop 1675,Electronics,Laptops,Loreal,S0353,1580.39,217.12,Active
P01676,SKU-01676,Philips Smartphone 1676,Electronics,Smartphones,Philips,S0120,545.87,1462.79,Active
P01677,SKU-01677,Apple Accessorie 1677,Electronics,Accessories,Apple,S0294,29.66,83.44,Active
P01678,SKU-01678,Dell Smartphone 1678,Electronics,Smartphones,Dell,S0276,1193.16,1169.82,Active
P01679,SKU-01679,Samsung Accessorie 1679,Electronics,Accessories,Samsung,S0358,225.78,232.39,Active
P01680,SKU-01680,HP Smartphone 1680,Electronics,Smartphones,HP,S0313,290.6,30.22,Active
P01681,SKU-01681,Loreal Smartphone 1681,Electronics,Smartphones,Loreal,S0081,1000.92,1341.31,Active
P01682,SKU-01682,HP Accessorie 1682,Electronics,Accessories,HP,S0117,1017.88,5.66,Active
P01683,SKU-01683,Loreal Smartphone 1683,Electronics,Smartphones,Loreal,S0400,1563.09,169.8,Active
P01684,SKU-01684,HP Laptop 1684,Electronics,Laptops,HP,S0185,1878.76,418.15,Active
P01685,SKU-01685,Loreal Accessorie 1685,Electronics,Accessories,Loreal,S0194,798.71,298.35,Active
P01686,SKU-01686,LG Accessorie 1686,Electronics,Accessories,LG,S0445,1706.82,702.17,Active
P01687,SKU-01687,Philips Laptop 1687,Electronics,Laptops,Philips,S0135,420.25,674.73,Active
P01688,SKU-01688,Sony Smartphone 1688,Electronics,Smartphones,Sony,S0465,598.25,1400.67,Active
P01689,SKU-01689,Sony Smartphone 1689,Electronics,Smartphones,Sony,S0140,491.38,1434.78,Active
P01690,SKU-01690,Philips Laptop 1690,Electronics,Laptops,Philips,S0345,12.28,282.67,Active
P01691,SKU-01691,Nike Accessorie 1691,Electronics,Accessories,Nike,S0377,949.39,932.57,Active
P01692,SKU-01692,Samsung Laptop 1692,Electronics,Laptops,Samsung,S0047,1181.97,179.34,Active
P01693,SKU-01693,Loreal Accessorie 1693,Electronics,Accessories,Loreal,S0315,1242.01,1433.7,Active
P01694,SKU-01694,Nike Laptop 1694,Electronics,Laptops,Nike,S0472,134.46,762.43,Active
P01695,SKU-01695,Sony Laptop 1695,Electronics,Laptops,Sony,S0434,720.42,1242.24,Active
P01696,SKU-01696,Adidas Smartphone 1696,Electronics,Smartphones,Adidas,S0368,1531.88,293.69,Active
P01697,SKU-01697,Samsung Laptop 1697,Electronics,Laptops,Samsung,S0012,1407.48,1011.6,Active
P01698,SKU-01698,Loreal Accessorie 1698,Electronics,Accessories,Loreal,S0031,227.79,354.68,Active
P01699,SKU-01699,HP Accessorie 1699,Electronics,Accessories,HP,S0014,1857.97,241.23,Active
P01700,SKU-01700,Nike Laptop 1700,Electronics,Laptops,Nike,S0180,239.43,70.94,Active
P01701,SKU-01701,HP Accessorie 1701,Electronics,Accessories,HP,S0392,1783.0,126.94,Active
P01702,SKU-01702,Samsung Laptop 1702,Electronics,Laptops,Samsung,S0025,547.43,204.28,Active
P01703,SKU-01703,Nike Smartphone 1703,Electronics,Smartphones,Nike,S0176,275.98,662.67,Active
P01704,SKU-01704,Samsung Accessorie 1704,Electronics,Accessories,Samsung,S0128,515.29,1350.48,Active
P01705,SKU-01705,Adidas Smartphone 1705,Electronics,Smartphones,Adidas,S0361,1169.88,626.66,Active
P01706,SKU-01706,Sony Laptop 1706,Electronics,Laptops,Sony,S0426,229.39,297.27,Active
P01707,SKU-01707,Loreal Accessorie 1707,Electronics,Accessories,Loreal,S0070,1437.22,1038.66,Active
P01708,SKU-01708,Loreal Accessorie 1708,Electronics,Accessories,Loreal,S0276,740.49,145.64,Active
P01709,SKU-01709,LG Smartphone 1709,Electronics,Smartphones,LG,S0012,378.71,98.29,Active
P01710,SKU-01710,Dell Accessorie 1710,Electronics,Accessories,Dell,S0128,345.66,877.3,Active
P01711,SKU-01711,Dell Accessorie 1711,Electronics,Accessories,Dell,S0367,655.77,822.75,Active
P01712,SKU-01712,Sony Accessorie 1712,Electronics,Accessories,Sony,S0055,1340.15,1203.13,Active
P01713,SKU-01713,Loreal Accessorie 1713,Electronics,Accessories,Loreal,S0483,1040.91,556.27,Active
P01714,SKU-01714,Nike Smartphone 1714,Electronics,Smartphones,Nike,S0429,1321.18,874.49,Active
P01715,SKU-01715,Loreal Smartphone 1715,Electronics,Smartphones,Loreal,S0459,410.9,462.15,Active
P01716,SKU-01716,LG Accessorie 1716,Electronics,Accessories,LG,S0418,1262.36,243.52,Active
P01717,SKU-01717,HP Smartphone 1717,Electronics,Smartphones,HP,S0088,794.05,1057.09,Active
P01718,SKU-01718,LG Smartphone 1718,Electronics,Smartphones,LG,S0151,236.04,658.87,Active
P01719,SKU-01719,HP Smartphone 1719,Electronics,Smartphones,HP,S0377,1677.0,904.53,Active
P01720,SKU-01720,Philips Smartphone 1720,Electronics,Smartphones,Philips,S0389,1903.03,559.28,Active
P01721,SKU-01721,Adidas Smartphone 1721,Electronics,Smartphones,Adidas,S0017,1666.68,1152.86,Active
P01722,SKU-01722,Loreal Smartphone 1722,Electronics,Smartphones,Loreal,S0191,688.85,748.33,Active
P01723,SKU-01723,Sony Smartphone 1723,Electronics,Smartphones,Sony,S0215,1462.16,297.27,Active
P01724,SKU-01724,Sony Laptop 1724,Electronics,Laptops,Sony,S0060,1264.72,1067.15,Active
P01725,SKU-01725,Nike Accessorie 1725,Electronics,Accessories,Nike,S0025,275.58,335.1,Active
P01726,SKU-01726,Dell Smartphone 1726,Electronics,Smartphones,Dell,S0364,1623.95,433.73,Active
P01727,SKU-01727,Sony Smartphone 1727,Electronics,Smartphones,Sony,S0161,14.91,595.13,Active
P01728,SKU-01728,Dell Smartphone 1728,Electronics,Smartphones,Dell,S0153,1051.85,1002.55,Active
P01729,SKU-01729,HP Accessorie 1729,Electronics,Accessories,HP,S0438,948.59,940.18,Active
P01730,SKU-01730,Nike Laptop 1730,Electronics,Laptops,Nike,S0161,989.61,1037.06,Active
P01731,SKU-01731,Philips Laptop 1731,Electronics,Laptops,Philips,S0327,679.91,1166.37,Active
P01732,SKU-01732,Philips Accessorie 1732,Electronics,Accessories,Philips,S0211,169.92,1235.41,Active
P01733,SKU-01733,Samsung Smartphone 1733,Electronics,Smartphones,Samsung,S0127,382.61,623.02,Active
P01734,SKU-01734,Apple Laptop 1734,Electronics,Laptops,Apple,S0095,1761.34,1228.6,Active
P01735,SKU-01735,Nike Accessorie 1735,Electronics,Accessories,Nike,S0297,964.16,509.45,Active
P01736,SKU-01736,HP Accessorie 1736,Electronics,Accessories,HP,S0301,589.12,445.56,Active
P01737,SKU-01737,Loreal Accessorie 1737,Electronics,Accessories,Loreal,S0069,421.36,1235.36,Active
P01738,SKU-01738,Loreal Accessorie 1738,Electronics,Accessories,Loreal,S0021,1034.19,280.56,Active
P01739,SKU-01739,Dell Smartphone 1739,Electronics,Smartphones,Dell,S0433,1149.24,656.64,Active
P01740,SKU-01740,Sony Accessorie 1740,Electronics,Accessories,Sony,S0103,905.67,1087.33,Active
P01741,SKU-01741,Adidas Accessorie 1741,Electronics,Accessories,Adidas,S0195,933.65,810.66,Active
P01742,SKU-01742,HP Accessorie 1742,Electronics,Accessories,HP,S0465,96.03,1455.29,Active
P01743,SKU-01743,Nike Smartphone 1743,Electronics,Smartphones,Nike,S0449,77.1,764.11,Active
P01744,SKU-01744,Loreal Smartphone 1744,Electronics,Smartphones,Loreal,S0318,1225.0,328.05,Active
P01745,SKU-01745,HP Accessorie 1745,Electronics,Accessories,HP,S0355,861.13,195.92,Active
P01746,SKU-01746,Loreal Laptop 1746,Electronics,Laptops,Loreal,S0424,882.1,120.34,Active
P01747,SKU-01747,Apple Smartphone 1747,Electronics,Smartphones,Apple,S0338,23.33,734.58,Active
P01748,SKU-01748,Loreal Laptop 1748,Electronics,Laptops,Loreal,S0157,859.97,1049.56,Active
P01749,SKU-01749,Apple Accessorie 1749,Electronics,Accessories,Apple,S0289,814.15,739.89,Active
P01750,SKU-01750,Nike Laptop 1750,Electronics,Laptops,Nike,S0356,1417.49,141.96,Active
P01751,SKU-01751,Adidas Laptop 1751,Electronics,Laptops,Adidas,S0162,1881.44,1111.54,Active
P01752,SKU-01752,Samsung Accessorie 1752,Electronics,Accessories,Samsung,S0475,1492.15,269.25,Active
P01753,SKU-01753,Dell Smartphone 1753,Electronics,Smartphones,Dell,S0033,435.44,905.85,Active
P01754,SKU-01754,Apple Accessorie 1754,Electronics,Accessories,Apple,S0460,665.7,1176.62,Active
P01755,SKU-01755,Dell Laptop 1755,Electronics,Laptops,Dell,S0258,1135.62,484.17,Active
P01756,SKU-01756,LG Smartphone 1756,Electronics,Smartphones,LG,S0448,979.99,298.87,Active
P01757,SKU-01757,Nike Accessorie 1757,Electronics,Accessories,Nike,S0123,915.48,313.97,Active
P01758,SKU-01758,Adidas Laptop 1758,Electronics,Laptops,Adidas,S0101,1407.86,1164.17,Active
P01759,SKU-01759,Apple Accessorie 1759,Electronics,Accessories,Apple,S0139,169.18,1059.7,Active
