OrderID,CustomerID,OrderDate,OrderStatus,PaymentMethod,ShippingMethod,Currency,OrderTotal,DiscountAmount,TaxAmount,ShippingCost
O00010504,C00012303,2025-02-04,Delivered,PayPal,Express,USD,4093.56,0,818.71,0.0
O00010505,C00029612,2024-03-26,Processing,Apple Pay,Standard,USD,3171.86,0,634.37,4.99
O00010506,C00027125,2024-01-12,Delivered,Apple Pay,Express,USD,6882.46,0,1376.49,14.99
O00010507,C00016971,2023-11-26,Delivered,Google Pay,Standard,USD,3730.38,0,746.08,14.99
O00010508,C00019660,2025-08-04,Delivered,PayPal,Express,USD,7413.01,0,1482.6,9.99
O00010509,C00024512,2025-08-01,Delivered,Google Pay,Express,USD,8622.69,0,1724.54,9.99
O00010510,C00004633,2023-03-09,Delivered,Debit Card,Express,USD,1510.17,0,302.03,14.99
O00010511,C00024670,2025-03-09,Delivered,Google Pay,Express,USD,1552.4,0,310.48,9.99
O00010512,C00016825,2025-04-22,Processing,Google Pay,Standard,USD,3475.7,0,695.14,0.0
O00010513,C00015500,2023-04-13,Delivered,Credit Card,Standard,USD,5396.64,0,1079.33,4.99
O00010514,C00014272,2023-08-07,Delivered,Google Pay,Express,USD,7590.24,0,1518.05,4.99
O00010515,C00022279,2025-01-03,Delivered,Google Pay,Express,USD,5509.43,0,1101.89,9.99
O00010516,C00023465,2024-11-18,Delivered,Apple Pay,Express,USD,3090.12,0,618.02,9.99
O00010517,C00014475,2025-12-07,Delivered,Debit Card,Express,USD,452.56,0,90.51,4.99
O00010518,C00028696,2025-06-18,Delivered,Apple Pay,Standard,USD,5317.79,0,1063.56,0.0
O00010519,C00027746,2024-04-17,Delivered,Debit Card,Express,USD,5236.41,0,1047.28,9.99
O00010520,C00024494,2024-12-18,Delivered,Debit Card,Pickup Point,USD,5407.13,0,1081.43,4.99
O00010521,C00017063,2023-05-13,Delivered,Credit Card,Pickup Point,USD,7543.87,0,1508.77,0.0
O00010522,C00018623,2024-06-11,Delivered,Debit Card,Express,USD,5264.58,0,1052.92,14.99
O00010523,C00023703,2025-09-20,Delivered,Apple Pay,Standard,USD,1360.59,0,272.12,14.99
O00010524,C00010706,2023-01-14,Delivered,PayPal,Standard,USD,1499.16,0,299.83,0.0
O00010525,C00018896,2025-05-19,Delivered,Google Pay,Pickup Point,USD,1563.72,0,312.74,4.99
O00010526,C00024690,2023-09-12,Delivered,Google Pay,Pickup Point,USD,5861.37,0,1172.27,0.0
O00010527,C00023755,2023-04-10,Processing,PayPal,Standard,USD,3084.77,0,616.95,4.99
O00010528,C00029508,2023-11-25,Delivered,Google Pay,Standard,USD,10351.15,0,2070.23,9.99
O00010529,C00023694,2023-04-01,Delivered,Google Pay,Pickup Point,USD,1711.91,0,342.38,9.99
O00010530,C00021912,2024-02-02,Delivered,Credit Card,Express,USD,1575.76,0,315.15,14.99
O00010531,C00003904,2024-05-14,Delivered,PayPal,Express,USD,1578.82,0,315.76,14.99
O00010532,C00016666,2023-01-17,Shipped,PayPal,Standard,USD,3900.13,0,780.03,9.99
O00010533,C00008984,2025-10-12,Delivered,Debit Card,Standard,USD,831.52,0,166.3,4.99
O00010534,C00008842,2025-06-04,Processing,PayPal,Express,USD,3201.31,0,640.26,9.99
O00010535,C00001823,2023-06-08,Shipped,Credit Card,Express,USD,4054.27,0,810.85,14.99
O00010536,C00001205,2024-11-23,Delivered,Credit Card,Pickup Point,USD,127.02,0,25.4,14.99
O00010537,C00029541,2024-09-23,Delivered,Credit Card,Pickup Point,USD,1605.18,0,321.04,14.99
O00010538,C00025390,2023-07-01,Delivered,Debit Card,Standard,USD,7205.55,0,1441.11,0.0
O00010539,C00013056,2023-05-30,Processing,Debit Card,Standard,USD,2210.31,0,442.06,0.0
O00010540,C00000497,2024-02-26,Delivered,PayPal,Pickup Point,USD,1670.33,0,334.07,9.99
O00010541,C00010507,2025-09-14,Delivered,PayPal,Standard,USD,1140.52,0,228.1,14.99
O00010542,C00014640,2023-01-02,Delivered,PayPal,Standard,USD,547.38,0,109.48,14.99
O00010543,C00018077,2025-09-30,Delivered,PayPal,Pickup Point,USD,959.45,0,191.89,9.99
O00010544,C00023883,2023-03-24,Delivered,Credit Card,Express,USD,3381.5,0,676.3,4.99
O00010545,C00016431,2025-05-16,Delivered,Debit Card,Pickup Point,USD,7610.98,0,1522.2,14.99
O00010546,C00018425,2024-11-28,Delivered,PayPal,Express,USD,11232.28,0,2246.46,4.99
O00010547,C00021915,2023-08-10,Delivered,Debit Card,Pickup Point,USD,4364.13,0,872.83,0.0
O00010548,C00002572,2025-11-08,Delivered,PayPal,Standard,USD,1478.39,0,295.68,14.99
O00010549,C00028608,2023-08-10,Delivered,Google Pay,Standard,USD,7498.35,0,1499.67,0.0
O00010550,C00025195,2024-10-02,Delivered,Debit Card,Express,USD,3208.45,0,641.69,4.99
O00010551,C00023042,2024-11-11,Delivered,Credit Card,Standard,USD,2380.42,0,476.08,14.99
O00010552,C00015643,2024-11-26,Shipped,Credit Card,Standard,USD,4869.1,0,973.82,9.99
O00010553,C00001268,2025-07-10,Delivered,Credit Card,Standard,USD,2804.7,0,560.94,9.99
O00010554,C00011828,2023-03-20,Shipped,PayPal,Express,USD,9225.58,0,1845.12,9.99
O00010555,C00004847,2025-07-26,Delivered,Credit Card,Pickup Point,USD,911.98,0,182.4,4.99
O00010556,C00020248,2023-03-15,Shipped,Apple Pay,Standard,USD,8124.79,0,1624.96,4.99
O00010557,C00016032,2023-09-19,Cancelled,Credit Card,Pickup Point,USD,4325.08,0,865.02,14.99
O00010558,C00008847,2023-12-01,Delivered,Google Pay,Standard,USD,5438.91,0,1087.78,4.99
O00010559,C00001589,2024-10-17,Delivered,Debit Card,Standard,USD,10390.28,0,2078.06,9.99
O00010560,C00019673,2024-08-16,Delivered,Google Pay,Standard,USD,3160.58,0,632.12,14.99
O00010561,C00020924,2024-09-19,Delivered,Google Pay,Standard,USD,3343.44,0,668.69,9.99
O00010562,C00017130,2023-09-07,Delivered,Debit Card,Standard,USD,10144.12,0,2028.82,0.0
O00010563,C00021889,2024-05-31,Delivered,PayPal,Pickup Point,USD,1326.24,0,265.25,4.99
O00010564,C00025600,2025-03-03,Delivered,Debit Card,Express,USD,2037.08,0,407.42,0.0
O00010565,C00022587,2024-07-05,Delivered,Credit Card,Pickup Point,USD,8900.89,0,1780.18,14.99
O00010566,C00015175,2024-02-20,Delivered,Apple Pay,Standard,USD,7723.4,0,1544.68,14.99
O00010567,C00029209,2023-11-22,Delivered,Debit Card,Express,USD,3609.96,0,721.99,9.99
O00010568,C00005682,2023-03-04,Delivered,Credit Card,Standard,USD,2395.99,0,479.2,0.0
O00010569,C00014819,2024-05-21,Delivered,PayPal,Express,USD,1965.42,0,393.08,0.0
O00010570,C00026136,2024-03-20,Shipped,PayPal,Standard,USD,3924.1,0,784.82,14.99
O00010571,C00005450,2024-12-07,Delivered,Credit Card,Standard,USD,5986.81,0,1197.36,9.99
O00010572,C00016426,2023-10-07,Delivered,Credit Card,Express,USD,6695.52,0,1339.1,4.99
O00010573,C00007637,2023-08-06,Delivered,Apple Pay,Pickup Point,USD,1522.34,0,304.47,9.99
O00010574,C00008806,2025-02-15,Delivered,Debit Card,Standard,USD,4800.42,0,960.08,14.99
O00010575,C00012144,2024-05-22,Cancelled,Credit Card,Pickup Point,USD,3928.68,0,785.74,9.99
O00010576,C00021073,2025-01-23,Delivered,PayPal,Express,USD,3717.66,0,743.53,4.99
O00010577,C00017373,2023-12-14,Delivered,Credit Card,Express,USD,9444.74,0,1888.95,4.99
O00010578,C00006333,2025-03-16,Processing,PayPal,Standard,USD,1188.86,0,237.77,0.0
O00010579,C00010912,2024-02-17,Delivered,Google Pay,Pickup Point,USD,4398.15,0,879.63,0.0
O00010580,C00004932,2023-10-12,Delivered,PayPal,Standard,USD,3296.56,0,659.31,0.0
O00010581,C00000621,2023-05-07,Processing,Credit Card,Standard,USD,374.76,0,74.95,4.99
O00010582,C00007353,2025-11-16,Delivered,Debit Card,Pickup Point,USD,4456.56,0,891.31,14.99
O00010583,C00021141,2025-12-12,Delivered,Debit Card,Standard,USD,7275.37,0,1455.07,0.0
O00010584,C00008560,2024-01-03,Delivered,Debit Card,Standard,USD,7819.32,0,1563.86,0.0
O00010585,C00000017,2025-01-31,Delivered,Google Pay,Pickup Point,USD,6374.81,0,1274.96,4.99
O00010586,C00022484,2025-10-17,Delivered,Debit Card,Standard,USD,6229.14,0,1245.83,14.99
O00010587,C00025133,2025-03-25,Delivered,Apple Pay,Pickup Point,USD,5990.4,0,1198.08,0.0
O00010588,C00006348,2024-03-15,Delivered,Credit Card,Pickup Point,USD,128.88,0,25.78,14.99
O00010589,C00024512,2023-08-05,Processing,Apple Pay,Express,USD,5006.77,0,1001.35,14.99
O00010590,C00028009,2025-03-24,Delivered,Google Pay,Pickup Point,USD,1349.85,0,269.97,14.99
O00010591,C00012176,2023-09-12,Delivered,Google Pay,Standard,USD,6317.56,0,1263.51,9.99
O00010592,C00006033,2024-09-24,Delivered,PayPal,Standard,USD,4339.75,0,867.95,14.99
O00010593,C00000412,2024-08-25,Delivered,Credit Card,Standard,USD,6483.5,0,1296.7,0.0
O00010594,C00016241,2024-03-21,Delivered,Debit Card,Pickup Point,USD,414.59,0,82.92,14.99
O00010595,C00014447,2024-04-03,Delivered,Credit Card,Standard,USD,4970.2,0,994.04,0.0
O00010596,C00028629,2024-02-13,Delivered,Debit Card,Standard,USD,3586.64,0,717.33,0.0
O00010597,C00011125,2024-03-10,Delivered,Credit Card,Express,USD,1698.66,0,339.73,14.99
O00010598,C00017430,2023-08-20,Delivered,Apple Pay,Pickup Point,USD,1202.3,0,240.46,9.99
O00010599,C00027329,2023-02-10,Delivered,PayPal,Express,USD,5298.2,0,1059.64,14.99
O00010600,C00003338,2024-01-05,Delivered,Credit Card,Standard,USD,5081.77,0,1016.35,0.0
O00010601,C00027996,2023-10-03,Processing,Google Pay,Express,USD,6439.23,0,1287.85,14.99
O00010602,C00026253,2025-07-15,Shipped,Credit Card,Pickup Point,USD,14836.16,0,2967.23,4.99
O00010603,C00015407,2023-10-16,Processing,Google Pay,Express,USD,7237.3,0,1447.46,4.99
O00010604,C00022664,2023-05-12,Delivered,PayPal,Pickup Point,USD,3752.55,0,750.51,4.99
O00010605,C00020535,2025-08-19,Delivered,Google Pay,Standard,USD,3076.16,0,615.23,4.99
O00010606,C00021606,2025-02-05,Delivered,Credit Card,Pickup Point,USD,4948.43,0,989.69,9.99
O00010607,C00008885,2025-05-21,Delivered,Credit Card,Pickup Point,USD,3802.81,0,760.56,9.99
O00010608,C00028167,2024-05-30,Delivered,Debit Card,Pickup Point,USD,2511.17,0,502.23,9.99
O00010609,C00024113,2025-10-05,Delivered,PayPal,Standard,USD,4538.8,0,907.76,9.99
O00010610,C00001129,2024-05-25,Delivered,Debit Card,Pickup Point,USD,3596.07,0,719.21,14.99
O00010611,C00027038,2025-06-20,Shipped,PayPal,Standard,USD,1349.29,0,269.86,14.99
O00010612,C00024442,2023-08-07,Returned,Apple Pay,Pickup Point,USD,9511.7,0,1902.34,9.99
O00010613,C00020194,2025-06-10,Delivered,Google Pay,Pickup Point,USD,8844.04,0,1768.81,0.0
O00010614,C00009116,2025-03-05,Delivered,Credit Card,Express,USD,1420.71,0,284.14,4.99
O00010615,C00006926,2024-05-29,Delivered,Google Pay,Pickup Point,USD,5997.19,0,1199.44,0.0
O00010616,C00024921,2024-09-02,Delivered,Apple Pay,Pickup Point,USD,12209.34,0,2441.87,14.99
O00010617,C00008540,2023-03-07,Delivered,Apple Pay,Standard,USD,9547.88,0,1909.58,4.99
O00010618,C00023329,2024-01-13,Delivered,Google Pay,Express,USD,5801.33,0,1160.27,4.99
O00010619,C00021153,2024-11-06,Delivered,PayPal,Pickup Point,USD,7326.39,0,1465.28,9.99
O00010620,C00021611,2024-03-27,Delivered,Credit Card,Express,USD,4106.55,0,821.31,14.99
O00010621,C00027131,2023-05-28,Delivered,PayPal,Pickup Point,USD,7658.94,0,1531.79,14.99
O00010622,C00021988,2025-02-12,Delivered,Credit Card,Express,USD,6165.7,0,1233.14,14.99
O00010623,C00028681,2023-04-27,Delivered,Debit Card,Pickup Point,USD,1202.02,0,240.4,4.99
O00010624,C00020571,2023-01-08,Delivered,Debit Card,Express,USD,10159.51,0,2031.9,0.0
O00010625,C00025681,2024-06-01,Delivered,Apple Pay,Express,USD,804.56,0,160.91,0.0
O00010626,C00005917,2025-12-18,Delivered,Credit Card,Standard,USD,7580.04,0,1516.01,4.99
O00010627,C00009261,2024-02-26,Delivered,PayPal,Standard,USD,3735.77,0,747.15,0.0
O00010628,C00004425,2023-09-19,Cancelled,Google Pay,Pickup Point,USD,7726.68,0,1545.34,9.99
O00010629,C00022455,2023-07-15,Delivered,Credit Card,Standard,USD,9681.06,0,1936.21,0.0
O00010630,C00027223,2025-05-27,Delivered,Apple Pay,Express,USD,839.34,0,167.87,4.99
O00010631,C00018295,2024-06-08,Delivered,Apple Pay,Standard,USD,4092.15,0,818.43,9.99
O00010632,C00022426,2023-06-17,Delivered,PayPal,Standard,USD,8685.06,0,1737.01,0.0
O00010633,C00023200,2025-12-21,Delivered,PayPal,Standard,USD,3828.36,0,765.67,9.99
O00010634,C00027047,2023-07-06,Delivered,Credit Card,Pickup Point,USD,4571.4,0,914.28,14.99
O00010635,C00024962,2025-09-14,Delivered,Credit Card,Pickup Point,USD,3644.44,0,728.89,4.99
O00010636,C00016217,2025-09-02,Delivered,Apple Pay,Standard,USD,10214.95,0,2042.99,9.99
O00010637,C00004244,2025-09-13,Delivered,PayPal,Pickup Point,USD,2949.73,0,589.95,0.0
O00010638,C00027353,2023-09-02,Delivered,Credit Card,Pickup Point,USD,7886.3,0,1577.26,0.0
O00010639,C00009999,2024-02-29,Delivered,Credit Card,Pickup Point,USD,12234.71,0,2446.94,0.0
O00010640,C00021024,2023-02-15,Delivered,Credit Card,Standard,USD,2764.88,0,552.98,0.0
O00010641,C00018227,2023-12-06,Delivered,Debit Card,Express,USD,9718.45,0,1943.69,4.99
O00010642,C00021457,2024-08-14,Delivered,Debit Card,Pickup Point,USD,5136.75,0,1027.35,9.99
O00010643,C00009226,2024-04-19,Cancelled,Credit Card,Pickup Point,USD,6692.62,0,1338.52,9.99
O00010644,C00014252,2025-01-23,Delivered,Credit Card,Express,USD,3606.51,0,721.3,14.99
O00010645,C00018242,2024-02-11,Delivered,PayPal,Express,USD,3166.84,0,633.37,14.99
O00010646,C00005565,2024-11-15,Delivered,Debit Card,Pickup Point,USD,13860.67,0,2772.13,9.99
O00010647,C00002395,2024-03-21,Delivered,Apple Pay,Standard,USD,814.41,0,162.88,0.0
O00010648,C00016782,2023-06-14,Shipped,Credit Card,Pickup Point,USD,5592.93,0,1118.59,14.99
O00010649,C00004618,2023-06-13,Processing,Credit Card,Pickup Point,USD,1684.19,0,336.84,9.99
O00010650,C00011888,2024-01-18,Delivered,Google Pay,Pickup Point,USD,9771.14,0,1954.23,9.99
O00010651,C00018191,2024-12-19,Delivered,PayPal,Standard,USD,9320.04,0,1864.01,0.0
O00010652,C00020606,2024-10-17,Delivered,PayPal,Pickup Point,USD,6968.11,0,1393.62,0.0
O00010653,C00015063,2025-10-30,Delivered,Google Pay,Pickup Point,USD,8124.65,0,1624.93,0.0
O00010654,C00007086,2023-12-11,Delivered,Debit Card,Pickup Point,USD,6776.68,0,1355.34,0.0
O00010655,C00029947,2024-07-14,Delivered,Debit Card,Pickup Point,USD,7149.08,0,1429.82,9.99
O00010656,C00010684,2025-05-29,Delivered,Debit Card,Pickup Point,USD,1851.47,0,370.29,14.99
O00010657,C00017881,2024-08-20,Delivered,PayPal,Standard,USD,904.72,0,180.94,4.99
O00010658,C00009063,2024-02-25,Cancelled,Apple Pay,Standard,USD,1333.28,0,266.66,14.99
O00010659,C00023121,2023-06-29,Delivered,Google Pay,Express,USD,3688.23,0,737.65,14.99
O00010660,C00026518,2025-03-02,Delivered,Google Pay,Pickup Point,USD,4712.08,0,942.42,4.99
O00010661,C00027050,2024-12-27,Delivered,Credit Card,Standard,USD,9991.41,0,1998.28,14.99
O00010662,C00024945,2025-12-29,Delivered,Google Pay,Pickup Point,USD,4088.55,0,817.71,14.99
O00010663,C00008895,2025-01-02,Delivered,PayPal,Pickup Point,USD,5005.37,0,1001.07,4.99
O00010664,C00025208,2023-12-10,Delivered,Google Pay,Standard,USD,5225.68,0,1045.14,0.0
O00010665,C00017782,2024-03-12,Delivered,Credit Card,Express,USD,791.02,0,158.2,0.0
O00010666,C00007355,2024-09-10,Shipped,Debit Card,Pickup Point,USD,1189.83,0,237.97,4.99
O00010667,C00013561,2023-07-07,Delivered,Apple Pay,Standard,USD,2820.89,0,564.18,9.99
O00010668,C00018398,2023-05-12,Delivered,PayPal,Standard,USD,2662.28,0,532.46,14.99
O00010669,C00026338,2024-05-27,Delivered,Google Pay,Express,USD,1478.67,0,295.73,14.99
O00010670,C00013697,2024-02-01,Delivered,Credit Card,Standard,USD,9522.32,0,1904.46,14.99
O00010671,C00028832,2024-06-19,Delivered,Apple Pay,Pickup Point,USD,6904.65,0,1380.93,14.99
O00010672,C00011690,2024-09-15,Delivered,Credit Card,Pickup Point,USD,14981.57,0,2996.31,14.99
O00010673,C00012404,2025-09-12,Delivered,Debit Card,Express,USD,3566.53,0,713.31,4.99
O00010674,C00019164,2023-01-21,Returned,Debit Card,Express,USD,4549.34,0,909.87,9.99
O00010675,C00014156,2025-02-02,Delivered,Apple Pay,Standard,USD,3492.56,0,698.51,9.99
O00010676,C00001296,2025-10-04,Delivered,Credit Card,Pickup Point,USD,10740.48,0,2148.1,0.0
O00010677,C00025550,2023-04-07,Delivered,Google Pay,Pickup Point,USD,2602.91,0,520.58,0.0
O00010678,C00007430,2024-07-02,Delivered,Debit Card,Pickup Point,USD,1300.53,0,260.11,4.99
O00010679,C00012527,2023-11-15,Delivered,Credit Card,Pickup Point,USD,7114.23,0,1422.85,9.99
O00010680,C00016139,2025-05-17,Cancelled,PayPal,Pickup Point,USD,7283.11,0,1456.62,0.0
O00010681,C00015544,2023-08-17,Cancelled,Credit Card,Pickup Point,USD,3715.13,0,743.03,0.0
O00010682,C00015511,2023-11-01,Shipped,PayPal,Standard,USD,1609.51,0,321.9,14.99
O00010683,C00029792,2024-10-13,Delivered,Debit Card,Standard,USD,2504.47,0,500.89,0.0
O00010684,C00029969,2023-01-08,Delivered,Debit Card,Standard,USD,3328.02,0,665.6,14.99
O00010685,C00011722,2024-04-25,Delivered,Google Pay,Express,USD,2175.06,0,435.01,0.0
O00010686,C00026976,2024-03-05,Delivered,Apple Pay,Express,USD,7596.41,0,1519.28,0.0
O00010687,C00021743,2025-11-06,Delivered,Debit Card,Standard,USD,3240.78,0,648.16,0.0
O00010688,C00026845,2024-06-22,Processing,Credit Card,Express,USD,5505.43,0,1101.09,4.99
O00010689,C00015749,2025-05-10,Delivered,PayPal,Standard,USD,3318.43,0,663.69,14.99
O00010690,C00024006,2023-04-03,Delivered,Google Pay,Pickup Point,USD,5862.47,0,1172.49,4.99
O00010691,C00015138,2024-12-05,Delivered,PayPal,Standard,USD,2663.22,0,532.64,14.99
O00010692,C00007514,2025-05-22,Shipped,Debit Card,Pickup Point,USD,8175.11,0,1635.02,0.0
O00010693,C00026725,2024-01-25,Delivered,PayPal,Pickup Point,USD,3502.46,0,700.49,14.99
O00010694,C00009278,2025-10-08,Delivered,Apple Pay,Standard,USD,7892.18,0,1578.44,4.99
O00010695,C00005045,2024-08-19,Shipped,Google Pay,Express,USD,3410.61,0,682.12,0.0
O00010696,C00017928,2023-11-13,Delivered,Credit Card,Standard,USD,5254.24,0,1050.85,14.99
O00010697,C00010915,2024-08-16,Delivered,Debit Card,Express,USD,5593.37,0,1118.67,0.0
O00010698,C00022704,2023-03-15,Delivered,Credit Card,Pickup Point,USD,5962.72,0,1192.54,4.99
O00010699,C00018648,2025-04-21,Delivered,Google Pay,Pickup Point,USD,5442.5,0,1088.5,14.99
O00010700,C00008486,2024-02-01,Shipped,Google Pay,Express,USD,1055.19,0,211.04,14.99
O00010701,C00009515,2023-02-13,Delivered,Debit Card,Standard,USD,2605.22,0,521.04,0.0
O00010702,C00028756,2025-05-14,Shipped,Credit Card,Standard,USD,2264.86,0,452.97,0.0
O00010703,C00018346,2025-11-08,Delivered,PayPal,Standard,USD,6602.15,0,1320.43,14.99
O00010704,C00026448,2023-12-02,Delivered,Credit Card,Pickup Point,USD,9836.46,0,1967.29,14.99
O00010705,C00019542,2024-12-28,Delivered,PayPal,Standard,USD,83.92,0,16.78,9.99
O00010706,C00018362,2025-06-15,Shipped,PayPal,Pickup Point,USD,875.91,0,175.18,0.0
O00010707,C00017352,2024-08-21,Delivered,Debit Card,Pickup Point,USD,3336.64,0,667.33,4.99
O00010708,C00029897,2024-10-14,Processing,Credit Card,Pickup Point,USD,2327.84,0,465.57,14.99
O00010709,C00008239,2023-08-29,Delivered,Credit Card,Express,USD,3833.16,0,766.63,0.0
O00010710,C00014264,2024-10-22,Processing,Apple Pay,Pickup Point,USD,4323.36,0,864.67,4.99
O00010711,C00007021,2024-02-22,Delivered,PayPal,Standard,USD,8862.24,0,1772.45,14.99
O00010712,C00011980,2023-01-06,Delivered,Debit Card,Pickup Point,USD,3183.73,0,636.75,0.0
O00010713,C00005581,2025-01-11,Delivered,Google Pay,Standard,USD,6886.65,0,1377.33,4.99
O00010714,C00014884,2025-01-17,Processing,Apple Pay,Standard,USD,1617.05,0,323.41,14.99
O00010715,C00005325,2025-01-18,Delivered,Debit Card,Standard,USD,9290.6,0,1858.12,0.0
O00010716,C00005644,2024-02-01,Delivered,PayPal,Pickup Point,USD,4068.44,0,813.69,9.99
O00010717,C00023924,2023-04-20,Delivered,Apple Pay,Standard,USD,2402.64,0,480.53,4.99
O00010718,C00013319,2024-08-04,Delivered,Debit Card,Standard,USD,1400.28,0,280.06,9.99
O00010719,C00003885,2024-01-19,Delivered,Apple Pay,Pickup Point,USD,4209.93,0,841.99,9.99
O00010720,C00018977,2025-10-25,Delivered,Google Pay,Express,USD,2836.5,0,567.3,0.0
O00010721,C00016849,2023-12-13,Delivered,Apple Pay,Pickup Point,USD,3787.95,0,757.59,0.0
O00010722,C00026083,2024-07-21,Delivered,Debit Card,Standard,USD,2542.3,0,508.46,0.0
O00010723,C00014599,2023-11-06,Shipped,Google Pay,Express,USD,5492.63,0,1098.53,4.99
O00010724,C00000320,2025-03-25,Delivered,Google Pay,Express,USD,3798.94,0,759.79,0.0
O00010725,C00005101,2023-12-13,Delivered,Credit Card,Standard,USD,4007.41,0,801.48,14.99
O00010726,C00005612,2024-03-23,Delivered,Google Pay,Standard,USD,5580.38,0,1116.08,0.0
O00010727,C00012931,2024-11-03,Shipped,Debit Card,Express,USD,1297.69,0,259.54,14.99
O00010728,C00019360,2024-02-02,Processing,Apple Pay,Pickup Point,USD,6914.52,0,1382.9,4.99
O00010729,C00012618,2024-06-21,Delivered,Google Pay,Standard,USD,513.09,0,102.62,4.99
O00010730,C00005331,2024-01-05,Delivered,Apple Pay,Pickup Point,USD,3357.81,0,671.56,4.99
O00010731,C00002393,2025-05-27,Delivered,Google Pay,Pickup Point,USD,665.77,0,133.15,4.99
O00010732,C00025488,2024-12-16,Delivered,Apple Pay,Express,USD,3062.68,0,612.54,14.99
O00010733,C00026126,2024-11-05,Delivered,PayPal,Pickup Point,USD,9487.15,0,1897.43,4.99
O00010734,C00002123,2025-12-10,Delivered,PayPal,Pickup Point,USD,268.38,0,53.68,0.0
O00010735,C00007198,2024-01-27,Delivered,PayPal,Pickup Point,USD,1309.87,0,261.97,0.0
O00010736,C00024546,2023-12-20,Delivered,PayPal,Express,USD,3549.39,0,709.88,4.99
O00010737,C00026885,2023-08-02,Delivered,Google Pay,Standard,USD,9990.21,0,1998.04,14.99
O00010738,C00023288,2025-05-28,Delivered,Credit Card,Standard,USD,4819.79,0,963.96,0.0
O00010739,C00025343,2023-04-12,Delivered,Google Pay,Express,USD,8096.95,0,1619.39,14.99
O00010740,C00009481,2024-11-25,Delivered,Google Pay,Standard,USD,7055.86,0,1411.17,14.99
O00010741,C00010494,2025-07-26,Delivered,Google Pay,Standard,USD,17067.13,0,3413.43,14.99
O00010742,C00005805,2024-09-28,Delivered,PayPal,Standard,USD,11183.57,0,2236.71,9.99
O00010743,C00004885,2024-02-23,Delivered,Credit Card,Express,USD,7585.81,0,1517.16,14.99
O00010744,C00006469,2023-02-10,Cancelled,Google Pay,Standard,USD,2060.05,0,412.01,0.0
O00010745,C00017790,2023-05-10,Delivered,Credit Card,Standard,USD,3787.48,0,757.5,0.0
O00010746,C00024858,2023-06-09,Delivered,Debit Card,Standard,USD,13868.78,0,2773.76,9.99
O00010747,C00004109,2024-12-27,Processing,Google Pay,Standard,USD,6920.17,0,1384.03,9.99
O00010748,C00002112,2023-03-22,Delivered,PayPal,Pickup Point,USD,3695.12,0,739.02,9.99
O00010749,C00017072,2023-03-04,Delivered,PayPal,Standard,USD,2795.34,0,559.07,14.99
O00010750,C00002645,2024-05-27,Returned,Debit Card,Pickup Point,USD,6263.29,0,1252.66,4.99
O00010751,C00026443,2023-11-28,Delivered,Credit Card,Express,USD,12960.07,0,2592.01,14.99
O00010752,C00005236,2024-02-27,Delivered,Google Pay,Express,USD,6689.64,0,1337.93,4.99
O00010753,C00018937,2024-12-01,Delivered,Apple Pay,Express,USD,252.35,0,50.47,0.0
O00010754,C00016650,2025-01-20,Delivered,PayPal,Express,USD,1346.77,0,269.35,14.99
O00010755,C00003809,2023-04-03,Delivered,Google Pay,Standard,USD,2983.79,0,596.76,14.99
O00010756,C00011118,2024-03-13,Delivered,PayPal,Express,USD,6121.39,0,1224.28,14.99
O00010757,C00013251,2023-01-20,Delivered,Google Pay,Standard,USD,6840.85,0,1368.17,14.99
O00010758,C00007631,2023-07-20,Shipped,PayPal,Standard,USD,7355.46,0,1471.09,0.0
O00010759,C00025993,2025-08-11,Delivered,Apple Pay,Pickup Point,USD,10091.97,0,2018.39,0.0
O00010760,C00023098,2023-11-07,Delivered,PayPal,Standard,USD,2829.4,0,565.88,0.0
O00010761,C00026386,2024-06-28,Delivered,Debit Card,Express,USD,4935.25,0,987.05,0.0
O00010762,C00003004,2024-12-06,Delivered,Apple Pay,Standard,USD,8148.64,0,1629.73,14.99
O00010763,C00024021,2025-06-15,Delivered,Google Pay,Pickup Point,USD,1961.25,0,392.25,9.99
O00010764,C00021300,2024-10-05,Processing,PayPal,Standard,USD,3011.22,0,602.24,9.99
O00010765,C00013687,2023-02-20,Delivered,PayPal,Express,USD,6806.88,0,1361.38,14.99
O00010766,C00013212,2024-03-22,Delivered,Debit Card,Standard,USD,11562.2,0,2312.44,4.99
O00010767,C00005221,2023-02-03,Delivered,Debit Card,Express,USD,4568.44,0,913.69,9.99
O00010768,C00027915,2023-08-03,Delivered,Apple Pay,Standard,USD,703.95,0,140.79,9.99
O00010769,C00008048,2025-06-06,Delivered,Debit Card,Pickup Point,USD,4632.79,0,926.56,9.99
O00010770,C00001690,2025-05-12,Delivered,Apple Pay,Pickup Point,USD,6568.62,0,1313.72,9.99
O00010771,C00007737,2024-03-18,Cancelled,Debit Card,Standard,USD,6387.65,0,1277.53,9.99
O00010772,C00009893,2025-06-01,Delivered,Credit Card,Standard,USD,1770.54,0,354.11,4.99
O00010773,C00024931,2024-12-16,Delivered,Apple Pay,Pickup Point,USD,11864.54,0,2372.91,4.99
O00010774,C00016768,2023-11-12,Delivered,Apple Pay,Standard,USD,4571.97,0,914.39,9.99
O00010775,C00016061,2024-03-13,Delivered,Google Pay,Pickup Point,USD,3308.31,0,661.66,9.99
