OrderDetailID,OrderID,ProductID,Quantity,UnitPrice,Discount
18630,O00007462,P03776,3,995.67,0.0
18631,O00007462,P03781,1,1443.78,144.38
18632,O00007462,P06154,3,904.34,135.65
18633,O00007463,P01890,3,663.82,199.15
18634,O00007464,P07344,2,1002.79,0.0
18635,O00007465,P08759,3,348.25,104.48
18636,O00007465,P08884,1,454.05,45.41
18637,O00007465,P06090,1,94.54,4.73
18638,O00007466,P01272,1,668.76,66.88
18639,O00007466,P08564,3,669.19,0.0
18640,O00007467,P00925,2,402.16,0.0
18641,O00007467,P09676,3,58.33,0.0
18642,O00007467,P03853,1,434.68,21.73
18643,O00007468,P05682,1,1501.69,0.0
18644,O00007468,P08402,2,1367.47,273.49
18645,O00007469,P07770,3,112.92,33.88
18646,O00007470,P02614,2,423.93,42.39
18647,O00007470,P06657,1,850.87,0.0
18648,O00007471,P08541,3,1484.96,445.49
18649,O00007471,P00763,2,224.75,44.95
18650,O00007472,P01991,2,1501.6,300.32
18651,O00007472,P05750,1,1711.7,0.0
18652,O00007472,P04430,2,984.39,98.44
18653,O00007473,P05022,2,964.75,0.0
18654,O00007474,P05039,1,1367.13,0.0
18655,O00007474,P07546,2,554.14,55.41
18656,O00007474,P06329,2,1665.9,0.0
18657,O00007475,P06115,3,160.66,0.0
18658,O00007475,P08407,2,1809.17,0.0
18659,O00007476,P02710,3,901.48,0.0
18660,O00007477,P09423,2,862.63,86.26
18661,O00007478,P03531,1,730.74,0.0
18662,O00007479,P00206,2,199.79,19.98
18663,O00007479,P02719,1,1551.95,0.0
18664,O00007479,P05425,2,1567.98,0.0
18665,O00007479,P08163,2,1821.44,0.0
18666,O00007480,P01322,2,485.64,97.13
18667,O00007481,P02043,2,17.37,1.74
18668,O00007482,P00943,2,1125.01,0.0
18669,O00007482,P08332,2,783.01,0.0
18670,O00007482,P09228,2,627.67,0.0
18671,O00007482,P03760,2,1067.19,106.72
18672,O00007483,P09303,3,1376.61,0.0
18673,O00007483,P01210,2,566.91,0.0
18674,O00007483,P08809,1,352.55,0.0
18675,O00007483,P02382,2,1893.53,189.35
18676,O00007484,P08377,2,624.62,0.0
18677,O00007485,P00296,3,416.63,62.49
18678,O00007485,P07747,1,761.17,38.06
18679,O00007486,P06757,2,1472.16,294.43
18680,O00007486,P06358,1,497.89,0.0
18681,O00007486,P07998,1,610.8,30.54
18682,O00007487,P01956,1,1074.86,0.0
18683,O00007487,P04905,3,553.89,0.0
18684,O00007488,P07925,1,855.08,0.0
18685,O00007488,P05376,3,1637.96,491.39
18686,O00007488,P06470,1,1046.76,0.0
18687,O00007488,P07412,1,1693.93,84.7
18688,O00007489,P03635,1,1072.5,107.25
18689,O00007489,P09571,2,1073.38,0.0
18690,O00007490,P02419,1,1724.28,0.0
18691,O00007490,P00181,1,201.1,0.0
18692,O00007490,P03450,3,1221.48,0.0
18693,O00007490,P03677,3,1759.61,527.88
18694,O00007491,P06934,1,548.48,27.42
18695,O00007491,P02668,2,1614.03,322.81
18696,O00007491,P00869,2,1044.03,104.4
18697,O00007492,P08722,1,1350.24,0.0
18698,O00007492,P00239,3,1738.84,0.0
18699,O00007493,P04597,3,1649.53,0.0
18700,O00007494,P09035,2,985.32,197.06
18701,O00007494,P01940,3,1270.48,0.0
18702,O00007495,P04524,2,1881.45,376.29
18703,O00007495,P04949,1,1921.34,0.0
18704,O00007495,P06778,1,70.43,7.04
18705,O00007495,P07738,2,1597.26,159.73
18706,O00007496,P02788,2,506.37,50.64
18707,O00007496,P03048,1,1649.18,164.92
18708,O00007496,P08669,2,1417.77,0.0
18709,O00007497,P08253,3,123.14,0.0
18710,O00007498,P09152,2,1158.23,115.82
18711,O00007498,P06074,3,516.27,77.44
18712,O00007498,P06550,2,1957.62,391.52
18713,O00007499,P02100,1,1689.36,84.47
18714,O00007499,P09370,3,1651.07,0.0
18715,O00007499,P06641,1,1304.5,0.0
18716,O00007499,P04569,1,556.8,27.84
18717,O00007500,P03609,2,254.37,50.87
18718,O00007500,P04072,2,503.13,50.31
18719,O00007500,P04343,2,425.59,0.0
18720,O00007501,P09764,2,1318.04,131.8
18721,O00007501,P01172,1,1620.02,0.0
18722,O00007502,P00940,2,288.77,0.0
18723,O00007502,P01664,1,495.53,49.55
18724,O00007503,P04236,3,1106.88,0.0
18725,O00007503,P01965,3,644.1,0.0
18726,O00007504,P04973,3,1831.72,274.76
18727,O00007504,P08256,1,829.23,41.46
18728,O00007504,P03698,3,731.37,0.0
18729,O00007505,P01631,1,751.72,37.59
18730,O00007505,P02056,3,1222.1,0.0
18731,O00007506,P09461,1,426.38,0.0
18732,O00007506,P05007,2,698.01,0.0
18733,O00007506,P04998,3,1432.69,429.81
18734,O00007506,P02431,1,1646.08,0.0
18735,O00007507,P05669,3,592.63,177.79
18736,O00007507,P02189,3,1594.53,239.18
18737,O00007508,P02349,3,349.56,52.43
18738,O00007508,P02499,1,1001.34,100.13
18739,O00007508,P03042,2,1894.42,189.44
18740,O00007508,P06018,1,228.77,11.44
18741,O00007509,P01222,2,432.81,0.0
18742,O00007509,P05138,2,1076.75,107.68
18743,O00007510,P02066,1,1433.19,0.0
18744,O00007510,P00847,3,347.42,0.0
18745,O00007510,P06292,1,366.15,0.0
18746,O00007511,P03855,1,1348.63,0.0
18747,O00007512,P04120,3,1530.18,459.05
18748,O00007512,P06538,1,749.99,75.0
18749,O00007512,P02411,2,1315.42,0.0
18750,O00007512,P09437,2,1069.01,0.0
18751,O00007513,P02370,1,852.99,85.3
18752,O00007513,P04391,1,430.62,0.0
18753,O00007513,P08369,2,917.37,0.0
18754,O00007513,P01408,1,1935.69,193.57
18755,O00007514,P03390,2,893.45,0.0
18756,O00007514,P03257,3,1357.91,407.37
18757,O00007514,P02404,3,85.79,25.74
18758,O00007514,P09033,2,869.46,173.89
18759,O00007515,P05710,2,409.83,40.98
18760,O00007516,P05266,3,430.76,64.61
18761,O00007516,P06571,2,647.66,0.0
18762,O00007516,P05768,2,1369.84,136.98
18763,O00007517,P03643,2,1451.02,145.1
18764,O00007517,P06735,1,1744.4,174.44
18765,O00007517,P03654,3,573.79,86.07
18766,O00007517,P09877,2,1554.14,0.0
18767,O00007518,P00577,2,1030.35,206.07
18768,O00007518,P09681,1,135.36,0.0
18769,O00007518,P06362,2,1401.22,140.12
18770,O00007518,P08231,1,682.05,34.1
18771,O00007519,P06998,1,790.96,0.0
18772,O00007519,P09603,1,429.15,0.0
18773,O00007520,P04393,2,1582.81,0.0
18774,O00007521,P08636,2,1352.07,270.41
18775,O00007521,P06688,2,39.86,0.0
18776,O00007521,P07641,1,1048.64,52.43
18777,O00007522,P08526,3,1767.69,0.0
18778,O00007522,P09770,2,1379.9,0.0
18779,O00007522,P05539,2,1907.38,0.0
18780,O00007522,P03714,1,1648.69,82.43
18781,O00007523,P08497,1,1487.77,0.0
18782,O00007523,P00036,2,729.9,0.0
18783,O00007523,P00533,2,1302.21,0.0
18784,O00007523,P09678,1,648.34,64.83
18785,O00007524,P09523,1,392.52,0.0
18786,O00007524,P01008,1,1977.68,0.0
18787,O00007524,P08892,3,1691.28,253.69
18788,O00007524,P07188,1,1666.82,83.34
18789,O00007525,P09562,2,568.2,56.82
18790,O00007526,P04050,1,1052.2,105.22
18791,O00007526,P04532,2,1414.47,282.89
18792,O00007526,P03327,3,1155.29,0.0
18793,O00007526,P00604,1,1775.5,0.0
18794,O00007527,P06230,2,799.75,79.98
18795,O00007527,P04075,1,424.81,42.48
18796,O00007528,P03446,3,186.75,0.0
18797,O00007528,P07616,1,422.98,21.15
18798,O00007529,P02056,3,1222.1,183.31
18799,O00007529,P07811,3,1040.42,312.13
18800,O00007529,P03005,1,950.28,0.0
18801,O00007530,P01735,3,964.16,0.0
18802,O00007530,P09526,2,916.61,0.0
18803,O00007530,P00199,2,78.19,7.82
18804,O00007531,P06907,3,499.31,74.9
18805,O00007532,P01059,2,997.04,0.0
18806,O00007533,P01186,2,1581.63,0.0
18807,O00007533,P03757,1,508.05,0.0
18808,O00007533,P04611,2,1090.68,218.14
18809,O00007533,P00946,1,159.28,15.93
18810,O00007534,P09323,1,1204.97,60.25
18811,O00007534,P04272,3,137.62,41.29
18812,O00007534,P09140,2,579.25,0.0
18813,O00007535,P02099,2,1578.46,315.69
18814,O00007535,P03611,3,485.94,0.0
18815,O00007536,P09466,1,807.63,80.76
18816,O00007536,P01547,3,1971.89,0.0
18817,O00007536,P07557,2,143.26,0.0
18818,O00007537,P01141,3,1968.75,295.31
18819,O00007537,P05417,1,309.49,15.47
18820,O00007537,P01272,2,668.76,0.0
18821,O00007537,P00797,1,1423.31,142.33
18822,O00007538,P05688,3,512.45,0.0
18823,O00007539,P07078,1,543.89,0.0
18824,O00007539,P04866,3,1080.99,0.0
18825,O00007539,P05211,3,1550.59,0.0
18826,O00007540,P07426,1,551.81,0.0
18827,O00007540,P07326,3,583.5,0.0
18828,O00007541,P09712,2,1416.65,283.33
18829,O00007541,P03762,3,1985.66,0.0
18830,O00007542,P00650,3,1282.48,192.37
18831,O00007543,P07685,2,293.35,0.0
18832,O00007543,P06387,3,785.52,235.66
18833,O00007544,P02420,2,1311.82,131.18
18834,O00007544,P09972,2,327.32,0.0
18835,O00007545,P03221,2,1632.19,163.22
18836,O00007545,P05214,1,1948.98,0.0
18837,O00007545,P07491,3,1969.89,0.0
18838,O00007546,P02000,3,705.1,105.77
18839,O00007546,P03726,1,1907.6,95.38
18840,O00007546,P08929,2,143.71,28.74
18841,O00007547,P01651,2,1383.23,0.0
18842,O00007548,P05594,3,68.83,20.65
18843,O00007548,P01344,3,1915.62,287.34
18844,O00007548,P02692,1,1200.7,120.07
18845,O00007548,P07306,2,1617.29,161.73
18846,O00007549,P06253,2,966.62,96.66
18847,O00007549,P02131,3,582.04,0.0
18848,O00007550,P00792,2,451.05,90.21
18849,O00007550,P00986,3,103.01,0.0
18850,O00007550,P03957,1,1272.86,0.0
18851,O00007551,P08131,2,374.21,37.42
18852,O00007551,P05498,1,1806.17,0.0
18853,O00007551,P05826,3,191.72,57.52
18854,O00007552,P09129,1,1415.02,141.5
18855,O00007552,P01040,2,1489.38,0.0
18856,O00007552,P09395,1,1112.43,0.0
18857,O00007552,P06345,2,972.88,0.0
18858,O00007553,P06158,3,1675.24,502.57
18859,O00007553,P06499,1,1406.61,0.0
18860,O00007554,P05332,2,976.12,97.61
18861,O00007554,P01955,1,646.25,0.0
18862,O00007554,P03466,2,451.3,0.0
18863,O00007555,P05288,1,1757.97,175.8
18864,O00007555,P06899,2,532.79,106.56
18865,O00007556,P03674,3,477.88,0.0
18866,O00007556,P06432,1,1591.22,159.12
18867,O00007556,P07571,1,1626.15,0.0
18868,O00007557,P01927,3,1419.05,0.0
18869,O00007557,P02562,2,355.76,0.0
18870,O00007557,P02054,1,1033.42,51.67
18871,O00007558,P03808,3,1086.8,0.0
18872,O00007559,P05675,1,1406.25,0.0
18873,O00007559,P02484,3,930.33,279.1
18874,O00007559,P05910,1,1024.74,0.0
18875,O00007559,P06823,3,309.33,92.8
18876,O00007560,P06816,2,154.89,0.0
18877,O00007561,P04335,1,1732.17,173.22
18878,O00007561,P05751,2,1156.49,0.0
18879,O00007562,P02473,3,508.3,152.49
18880,O00007562,P07340,3,1299.85,0.0
18881,O00007562,P06045,1,1566.12,0.0
18882,O00007562,P05467,1,300.32,0.0
18883,O00007563,P00622,3,462.35,0.0
18884,O00007563,P05695,3,1129.88,0.0
18885,O00007564,P02958,1,543.23,27.16
18886,O00007565,P04776,3,1090.8,163.62
18887,O00007566,P00674,1,1932.42,0.0
18888,O00007566,P03009,3,1004.59,150.69
18889,O00007566,P04643,3,1959.49,587.85
18890,O00007567,P01584,2,603.83,0.0
18891,O00007567,P08542,2,1854.04,0.0
18892,O00007568,P07364,1,1080.74,54.04
18893,O00007568,P04344,1,29.13,0.0
18894,O00007569,P02738,2,592.01,118.4
18895,O00007570,P08964,3,1613.47,0.0
18896,O00007570,P09825,3,1719.99,516.0
18897,O00007570,P08894,2,36.55,3.65
18898,O00007570,P06541,3,203.83,0.0
18899,O00007571,P06976,1,630.0,0.0
18900,O00007571,P09552,2,762.31,152.46
18901,O00007571,P05147,1,1057.15,0.0
18902,O00007572,P06180,3,68.96,20.69
18903,O00007572,P01755,3,1135.62,0.0
18904,O00007572,P09106,2,899.89,0.0
18905,O00007572,P09920,3,946.29,141.94
18906,O00007573,P07882,3,891.84,267.55
18907,O00007573,P03526,3,1197.05,359.12
18908,O00007573,P00231,3,437.42,0.0
18909,O00007574,P06111,3,806.34,241.9
18910,O00007574,P07727,2,539.63,0.0
18911,O00007574,P09767,3,1657.26,0.0
18912,O00007574,P06317,2,1270.8,0.0
18913,O00007575,P03208,2,877.09,0.0
18914,O00007575,P06285,1,648.86,0.0
18915,O00007575,P09137,1,1802.17,0.0
18916,O00007576,P07020,1,1855.25,92.76
18917,O00007577,P08758,1,1326.94,0.0
18918,O00007577,P09887,1,1077.26,107.73
18919,O00007578,P08843,3,1646.62,246.99
18920,O00007578,P00892,3,548.24,0.0
18921,O00007579,P08740,2,1382.85,0.0
18922,O00007579,P09676,3,58.33,8.75
18923,O00007579,P03155,3,892.2,0.0
18924,O00007579,P01039,1,1981.55,0.0
18925,O00007580,P09541,1,1369.87,68.49
18926,O00007580,P00287,1,801.15,0.0
18927,O00007580,P03300,3,963.9,289.17
18928,O00007581,P02643,2,214.06,0.0
18929,O00007582,P06202,1,1351.94,67.6
18930,O00007583,P08740,1,1382.85,0.0
18931,O00007584,P01095,3,1742.04,261.31
18932,O00007585,P00383,3,415.97,0.0
18933,O00007585,P05061,2,1178.88,0.0
18934,O00007585,P02582,3,59.94,8.99
18935,O00007586,P05427,2,1995.72,0.0
18936,O00007586,P04134,1,51.87,2.59
18937,O00007587,P02248,3,1332.91,0.0
18938,O00007587,P06066,3,1563.06,0.0
18939,O00007588,P05232,2,441.99,88.4
18940,O00007588,P01871,1,819.95,82.0
18941,O00007589,P04796,3,748.65,0.0
18942,O00007589,P01668,2,402.24,40.22
18943,O00007590,P06628,1,328.05,32.8
18944,O00007590,P05957,3,296.42,0.0
18945,O00007591,P07285,3,852.07,0.0
18946,O00007591,P04556,1,67.92,0.0
18947,O00007591,P07685,3,293.35,44.0
18948,O00007592,P07666,3,1617.22,485.17
18949,O00007592,P08966,2,682.2,68.22
18950,O00007592,P03459,1,1983.78,198.38
18951,O00007592,P07437,1,844.7,84.47
18952,O00007593,P07302,3,693.83,0.0
18953,O00007593,P02155,1,1689.18,0.0
18954,O00007594,P05218,2,372.06,0.0
18955,O00007594,P00191,2,1575.47,0.0
18956,O00007594,P08379,1,1427.25,0.0
18957,O00007595,P03437,2,703.95,0.0
18958,O00007595,P09159,1,175.62,0.0
18959,O00007596,P06953,1,1687.87,168.79
18960,O00007596,P03478,2,225.45,22.55
18961,O00007596,P09050,2,1713.73,342.75
18962,O00007597,P09780,3,1592.98,238.95
18963,O00007597,P06794,3,754.75,0.0
18964,O00007597,P09838,3,1354.15,203.12
18965,O00007597,P02631,3,1123.95,168.59
18966,O00007598,P04513,2,1976.05,0.0
18967,O00007598,P03714,2,1648.69,329.74
18968,O00007598,P04625,1,357.83,35.78
18969,O00007598,P04297,3,279.64,0.0
18970,O00007599,P06596,2,708.6,0.0
18971,O00007599,P00865,3,1967.34,295.1
18972,O00007600,P05561,3,1347.41,0.0
18973,O00007600,P09094,3,908.96,0.0
18974,O00007600,P05496,3,504.22,0.0
18975,O00007601,P06513,1,631.29,0.0
18976,O00007602,P01579,2,409.28,0.0
18977,O00007602,P07223,1,637.89,63.79
18978,O00007602,P07564,2,227.2,45.44
18979,O00007602,P02911,2,661.05,66.11
18980,O00007603,P02995,3,849.47,0.0
18981,O00007603,P03820,3,238.12,71.44
18982,O00007603,P02243,3,465.91,139.77
18983,O00007603,P07603,3,1173.39,352.02
18984,O00007604,P05089,1,789.62,39.48
18985,O00007604,P08587,2,487.32,0.0
18986,O00007604,P01532,1,909.25,0.0
18987,O00007604,P04419,3,1299.67,0.0
18988,O00007605,P02690,3,1392.45,417.74
18989,O00007605,P09850,3,697.18,104.58
18990,O00007605,P04950,3,147.21,0.0
18991,O00007606,P05794,1,28.71,1.44
18992,O00007607,P07302,2,693.83,138.77
18993,O00007607,P00444,1,1480.03,148.0
18994,O00007607,P09745,3,1297.42,194.61
18995,O00007608,P06210,1,1232.28,123.23
18996,O00007608,P07314,3,1171.82,0.0
18997,O00007609,P00666,2,1468.44,0.0
18998,O00007610,P00373,3,1532.93,0.0
18999,O00007611,P04069,1,1775.71,0.0
19000,O00007611,P02282,1,1502.81,0.0
19001,O00007612,P04827,2,1863.0,186.3
19002,O00007612,P03048,1,1649.18,164.92
19003,O00007612,P05723,3,650.19,0.0
19004,O00007612,P09884,1,1643.46,0.0
19005,O00007613,P00638,3,382.27,0.0
19006,O00007613,P06588,3,1902.91,0.0
19007,O00007613,P08847,3,1173.48,352.04
19008,O00007614,P00147,1,1954.35,195.44
19009,O00007614,P06671,3,1565.64,234.85
19010,O00007614,P06031,2,361.59,0.0
19011,O00007614,P00668,1,925.67,0.0
19012,O00007615,P04830,2,1858.98,371.8
19013,O00007615,P01370,1,438.38,21.92
19014,O00007615,P01785,2,1396.24,279.25
19015,O00007616,P03353,1,1362.85,0.0
19016,O00007616,P06879,3,372.41,111.72
19017,O00007617,P08423,1,1859.46,0.0
19018,O00007617,P02437,1,593.88,59.39
19019,O00007617,P03897,3,1458.88,218.83
19020,O00007618,P06666,3,1597.0,0.0
19021,O00007619,P01365,3,101.46,15.22
19022,O00007619,P01698,1,227.79,11.39
19023,O00007619,P00461,1,567.45,0.0
19024,O00007619,P06341,1,1554.78,155.48
19025,O00007620,P00375,1,154.79,7.74
19026,O00007620,P01533,1,1355.2,135.52
19027,O00007620,P08581,2,1468.53,0.0
19028,O00007621,P06454,2,297.57,0.0
19029,O00007621,P04954,3,1315.1,0.0
19030,O00007621,P07016,1,603.37,0.0
19031,O00007622,P05258,1,221.72,22.17
19032,O00007622,P07884,1,1806.47,0.0
19033,O00007622,P02800,3,1569.24,235.39
19034,O00007623,P08284,1,1430.63,0.0
19035,O00007623,P08570,3,789.16,0.0
19036,O00007623,P08332,1,783.01,39.15
19037,O00007624,P09656,1,1504.87,150.49
19038,O00007624,P09904,1,1669.78,0.0
19039,O00007624,P09691,2,549.07,0.0
19040,O00007624,P05825,1,1504.63,0.0
19041,O00007625,P07661,1,961.24,0.0
19042,O00007625,P08474,3,589.28,0.0
19043,O00007626,P08146,3,1871.08,280.66
19044,O00007626,P00429,2,1265.29,0.0
19045,O00007626,P08826,2,215.62,21.56
19046,O00007626,P08670,2,685.09,0.0
19047,O00007627,P06981,1,1963.87,196.39
19048,O00007627,P03289,1,1347.54,0.0
19049,O00007628,P09573,1,481.91,48.19
19050,O00007628,P04387,1,451.31,22.57
19051,O00007629,P09034,3,489.27,146.78
19052,O00007630,P02231,1,1970.08,98.5
19053,O00007631,P05940,3,276.97,0.0
19054,O00007632,P07260,3,351.19,0.0
19055,O00007632,P05833,2,1576.2,0.0
19056,O00007632,P01703,3,275.98,0.0
19057,O00007633,P07551,1,981.03,49.05
19058,O00007633,P06138,3,469.82,70.47
19059,O00007633,P06176,1,1357.58,0.0
19060,O00007634,P07843,3,1962.97,588.89
19061,O00007635,P00953,2,1507.34,301.47
19062,O00007635,P07903,3,667.74,0.0
19063,O00007635,P05596,3,1149.51,0.0
19064,O00007636,P06468,3,815.7,0.0
19065,O00007636,P01478,3,650.45,195.14
19066,O00007636,P08441,1,310.15,31.02
19067,O00007637,P02604,1,1693.03,0.0
19068,O00007637,P09643,2,862.69,86.27
19069,O00007638,P06694,3,1511.82,226.77
19070,O00007638,P06190,2,1814.14,0.0
19071,O00007638,P08973,3,471.66,0.0
19072,O00007639,P05601,2,539.24,0.0
19073,O00007639,P01290,1,1607.75,160.78
19074,O00007639,P06899,2,532.79,0.0
19075,O00007640,P09935,1,1483.35,0.0
19076,O00007640,P05246,1,1584.66,158.47
19077,O00007640,P05715,3,1052.41,0.0
19078,O00007640,P04160,3,1043.99,313.2
19079,O00007641,P03169,1,20.18,0.0
19080,O00007641,P04973,2,1831.72,183.17
19081,O00007641,P07596,1,1607.96,0.0
19082,O00007641,P03486,3,1292.63,0.0
19083,O00007642,P04961,2,1214.37,0.0
19084,O00007642,P03869,2,1385.17,277.03
19085,O00007643,P03606,3,1702.26,0.0
19086,O00007643,P09325,3,663.81,199.14
19087,O00007643,P05050,2,1604.31,0.0
19088,O00007643,P01619,2,1227.51,245.5
19089,O00007644,P08468,2,307.94,30.79
19090,O00007644,P00558,2,631.35,126.27
19091,O00007644,P00890,1,1965.3,98.27
19092,O00007644,P01601,3,462.88,69.43
19093,O00007645,P05809,2,1928.06,192.81
19094,O00007645,P02048,1,999.76,49.99
19095,O00007646,P00009,1,1474.91,73.75
19096,O00007646,P03034,1,787.0,0.0
19097,O00007646,P06386,1,263.48,0.0
19098,O00007646,P00386,2,858.76,0.0
19099,O00007647,P01917,2,130.61,0.0
19100,O00007647,P01162,3,1515.5,227.33
19101,O00007648,P03608,3,1087.92,0.0
19102,O00007648,P05174,2,1349.95,0.0
19103,O00007649,P01912,3,387.22,116.17
19104,O00007649,P07457,2,1995.49,199.55
19105,O00007650,P02775,1,1111.25,0.0
19106,O00007650,P06643,2,1317.17,263.43
19107,O00007651,P02840,3,637.77,0.0
19108,O00007652,P00752,1,1911.61,95.58
19109,O00007652,P03526,2,1197.05,0.0
19110,O00007652,P04309,1,967.79,96.78
19111,O00007653,P05770,2,1849.33,0.0
19112,O00007654,P07662,3,1354.41,203.16
19113,O00007655,P04876,1,647.36,0.0
19114,O00007655,P00038,3,1855.2,278.28
19115,O00007655,P03605,3,157.6,0.0
19116,O00007655,P08470,2,27.47,5.49
19117,O00007656,P09568,3,1703.94,0.0
19118,O00007656,P05549,3,798.32,119.75
19119,O00007656,P00697,3,232.77,0.0
19120,O00007657,P00884,1,1740.74,87.04
19121,O00007657,P01524,1,1497.34,149.73
19122,O00007658,P03685,3,1378.29,0.0
19123,O00007658,P09787,1,1337.15,66.86
19124,O00007659,P00152,2,1528.36,0.0
19125,O00007659,P05973,2,779.92,155.98
19126,O00007660,P06138,3,469.82,0.0
19127,O00007660,P04917,2,1191.05,119.11
19128,O00007660,P04260,3,1850.82,277.62
19129,O00007660,P03032,1,1274.51,0.0
19130,O00007661,P04419,2,1299.67,0.0
19131,O00007661,P02724,2,898.55,0.0
19132,O00007662,P00197,2,889.63,177.93
19133,O00007662,P08567,3,1128.65,169.3
19134,O00007662,P08815,1,1038.29,51.91
19135,O00007663,P00239,1,1738.84,86.94
19136,O00007663,P04021,2,239.74,0.0
19137,O00007663,P07000,3,339.94,50.99
19138,O00007663,P06989,1,647.82,0.0
19139,O00007664,P07836,2,856.05,0.0
19140,O00007665,P00085,2,436.53,0.0
19141,O00007666,P05160,2,1854.04,185.4
19142,O00007667,P02321,1,1789.27,178.93
19143,O00007668,P06933,1,994.51,99.45
19144,O00007668,P03302,1,717.05,35.85
19145,O00007668,P00709,3,903.84,135.58
19146,O00007668,P04527,2,307.51,30.75
19147,O00007669,P00677,2,1698.92,0.0
19148,O00007669,P02936,3,192.12,28.82
19149,O00007669,P07376,3,1468.1,220.21
19150,O00007669,P02980,2,190.81,38.16
19151,O00007670,P05151,2,1906.49,0.0
19152,O00007671,P00272,2,1956.64,391.33
19153,O00007671,P00965,2,752.76,150.55
19154,O00007671,P07111,3,1931.58,0.0
19155,O00007671,P07158,3,844.79,0.0
19156,O00007672,P06235,2,952.19,190.44
19157,O00007672,P01248,2,491.25,49.12
19158,O00007673,P07757,3,899.71,0.0
19159,O00007673,P08135,1,423.97,0.0
19160,O00007673,P06675,2,1950.42,390.08
19161,O00007674,P06802,2,1655.23,0.0
19162,O00007674,P03583,1,610.82,0.0
19163,O00007675,P05700,3,515.14,154.54
19164,O00007676,P04173,3,622.48,186.74
19165,O00007676,P07922,3,493.5,0.0
19166,O00007677,P06010,3,574.89,172.47
19167,O00007677,P09020,1,967.29,0.0
19168,O00007677,P04250,2,16.73,0.0
19169,O00007678,P06202,3,1351.94,202.79
19170,O00007678,P03543,2,681.6,0.0
19171,O00007678,P08398,2,910.59,91.06
19172,O00007678,P00611,2,1979.1,0.0
19173,O00007679,P00219,2,1024.83,102.48
19174,O00007679,P04150,2,253.8,0.0
19175,O00007680,P03211,3,1471.5,0.0
19176,O00007680,P04811,3,746.46,0.0
19177,O00007680,P04367,2,1002.86,100.29
19178,O00007680,P05341,2,1025.24,102.52
19179,O00007681,P03895,2,321.53,0.0
19180,O00007681,P04806,1,1687.5,168.75
19181,O00007681,P05971,1,831.02,41.55
19182,O00007681,P04081,2,1113.39,222.68
19183,O00007682,P07340,3,1299.85,0.0
19184,O00007682,P02633,1,289.13,0.0
19185,O00007682,P06177,2,632.32,0.0
19186,O00007682,P02832,3,1006.42,301.93
19187,O00007683,P07984,2,297.6,29.76
19188,O00007683,P09412,1,800.4,80.04
19189,O00007683,P06521,2,1386.7,0.0
19190,O00007684,P07482,2,1306.41,261.28
19191,O00007685,P00205,2,298.2,29.82
19192,O00007685,P06447,3,1846.11,276.92
19193,O00007685,P08111,3,633.36,190.01
19194,O00007685,P00130,1,1167.6,58.38
19195,O00007686,P06222,3,381.26,0.0
19196,O00007687,P02599,2,651.4,0.0
19197,O00007687,P01691,1,949.39,0.0
19198,O00007688,P06762,1,756.65,0.0
19199,O00007688,P08927,3,270.53,40.58
19200,O00007688,P05625,2,646.48,0.0
19201,O00007688,P06113,1,439.46,0.0
19202,O00007689,P05587,1,735.71,73.57
19203,O00007689,P00989,2,1727.36,0.0
19204,O00007689,P03386,3,1014.79,0.0
19205,O00007690,P08908,1,567.54,0.0
19206,O00007690,P08105,1,210.92,0.0
19207,O00007690,P00575,3,1507.4,452.22
19208,O00007691,P00742,1,1627.62,162.76
19209,O00007692,P04245,2,1124.06,112.41
19210,O00007692,P03122,3,1595.56,478.67
19211,O00007692,P00547,1,1248.62,62.43
19212,O00007692,P06912,1,1456.78,0.0
19213,O00007693,P08533,3,1738.41,0.0
19214,O00007693,P00473,3,925.63,0.0
19215,O00007693,P07083,1,930.16,0.0
19216,O00007693,P06622,2,447.32,0.0
19217,O00007694,P06483,1,642.67,32.13
19218,O00007694,P06750,1,251.43,12.57
19219,O00007695,P08415,1,1414.52,70.73
19220,O00007695,P03823,2,1656.73,0.0
19221,O00007695,P02078,2,590.7,0.0
19222,O00007696,P08643,1,936.15,0.0
19223,O00007696,P06880,3,500.68,75.1
19224,O00007697,P02605,1,89.03,0.0
19225,O00007698,P02368,2,239.22,0.0
19226,O00007698,P07343,2,1128.83,112.88
19227,O00007698,P00218,2,545.08,109.02
19228,O00007699,P00817,3,1801.38,540.41
19229,O00007699,P06505,2,1554.3,0.0
19230,O00007699,P08764,1,572.6,57.26
19231,O00007700,P02159,2,60.71,0.0
19232,O00007700,P07727,2,539.63,0.0
19233,O00007700,P02844,3,259.19,0.0
19234,O00007700,P06643,1,1317.17,131.72
19235,O00007701,P08586,2,850.45,85.05
19236,O00007701,P03872,3,923.11,0.0
19237,O00007702,P08632,1,1567.57,78.38
19238,O00007702,P02900,2,1664.38,166.44
19239,O00007702,P02558,1,99.72,0.0
19240,O00007703,P00693,1,1977.33,0.0
19241,O00007704,P05297,1,790.51,0.0
19242,O00007705,P00918,3,876.31,0.0
19243,O00007705,P04267,2,1334.62,0.0
19244,O00007705,P07032,1,1864.48,0.0
19245,O00007706,P02514,1,1154.08,115.41
19246,O00007706,P08452,1,1680.47,0.0
19247,O00007706,P02269,2,1752.2,175.22
19248,O00007706,P05595,1,720.78,36.04
19249,O00007707,P02046,2,814.41,162.88
19250,O00007707,P09453,3,1793.04,268.96
